id,BookTitle,BookAltTitle,BookYear,BookLink,Author,FilmTitle,FilmLink,FilmYear,ISBN
1011,Father of the Bride,,1949,/wiki/Father_of_the_Bride_(novel),Edward Streeter,Father of the Bride Part II,/wiki/Father_of_the_Bride_Part_II,1995,
1012,Father Sky,,1979,,,Taps,/wiki/Taps_(film),1981,
1013,Fear and Loathing in Las Vegas,,1971,/wiki/Fear_and_Loathing_in_Las_Vegas_(novel),Hunter S. Thompson,Fear and Loathing in Las Vegas,/wiki/Fear_and_Loathing_in_Las_Vegas_(film),1998,0-679-78589-2
1014,The Feather Men,,1991,/wiki/The_Feather_Men,Sir Ranulph Fiennes,Killer Elite,/wiki/Killer_Elite_(film),2011,0-7475-1049-0
1015,The Fellowship of the Ring,,1953,/wiki/The_Fellowship_of_the_Ring,J. R. R. Tolkien,J. R. R. Tolkien's The Lord of the Rings,/wiki/The_Lord_of_the_Rings_(1978_film),1978,
1016,The Fellowship of the Ring,,1953,/wiki/The_Fellowship_of_the_Ring,J. R. R. Tolkien,The Lord of the Rings: The Fellowship of the Ring,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,2001,
1017,Felidae,,1989,/wiki/Felidae_(novel),Akif Pirinçci,Felidae,/wiki/Felidae_(film),1994,1-85702-125-8
1018,La Femme et le pantin,The Woman and the Puppet,1898,/wiki/La_Femme_et_le_pantin,Pierre Louÿs,La Femme et le Pantin,/wiki/La_Femme_et_le_pantin#La_Femme_et_le_Pantin_(1928_film),1928,
1019,La Femme et le pantin,The Woman and the Puppet,1898,/wiki/La_Femme_et_le_pantin,Pierre Louÿs,The Devil Is a Woman,/wiki/The_Devil_Is_a_Woman_(1935_film),1935,
1020,La Femme et le pantin,The Woman and the Puppet,1898,/wiki/La_Femme_et_le_pantin,Pierre Louÿs,La Femme et le Pantin,/wiki/La_Femme_et_le_pantin#La_Femme_et_le_Pantin_(1959_film),1959,
1021,La Femme et le pantin,The Woman and the Puppet,1898,/wiki/La_Femme_et_le_pantin,Pierre Louÿs,That Obscure Object of Desire,/wiki/That_Obscure_Object_of_Desire,1977,
1022,Femmes de personnes,,1983,https://fr.wikipedia.org/wiki/Femmes_de_personnes,Christopher Frank,Femmes de personne,https://fr.wikipedia.org/wiki/Femmes_dr_personne,1984,
1023,Le Feu Follet,The Fire Within,1931,/wiki/Will_O%27_the_Wisp_(novel),Pierre Drieu La Rochelle,The Fire Within,/wiki/The_Fire_Within,0,
1024,Le Feu Follet,The Fire Within,1931,/wiki/Will_O%27_the_Wisp_(novel),Pierre Drieu La Rochelle,Le feu follet,,1963,
1025,Le Feu Follet,The Fire Within,1931,/wiki/Will_O%27_the_Wisp_(novel),Pierre Drieu La Rochelle,"Oslo, August 31st","/wiki/Oslo,_August_31st",0,
1026,Le Feu Follet,The Fire Within,1931,/wiki/Will_O%27_the_Wisp_(novel),Pierre Drieu La Rochelle,"Oslo, 31. august",,2011,
1027,Fever Pitch,,1992,/wiki/Fever_Pitch,Nick Hornby,Fever Pitch,/wiki/Fever_Pitch_(1997_film),1997,0-575-05315-1
1028,Fever Pitch,,1992,/wiki/Fever_Pitch,Nick Hornby,Fever Pitch,/wiki/Fever_Pitch_(2005_film),2005,0-575-05315-1
1029,Fiddler's Green,,1950,,Ernest K. Gann,The Raging Tide,/wiki/The_Raging_Tide,1951,
1030,Fight Club,,1996,/wiki/Fight_Club_(novel),Chuck Palahniuk,Fight Club,/wiki/Fight_Club,1999,0-393-03976-5
1031,Fighting Caravans,,1929,,Zane Grey,Fighting Caravans,/wiki/Fighting_Caravans,1931,
1032,Fighting Caravans,,1929,,Zane Grey,Wagon Wheels,/wiki/Wagon_Wheels_(1934_film),1934,
1033,The Final Programme,,1968,/wiki/The_Final_Programme,Michael Moorcock,The Final Programme,/wiki/The_Final_Programme_(film),1973,0-85031-012-1
1034,Fire on the Mountain,,1962,/wiki/Fire_on_the_Mountain_(Abbey_novel),Edward Abbey,Fire on the Mountain,/wiki/Fire_on_the_Mountain_(1981_film),1981,0-8263-0457-5
1035,Firefox,,1977,/wiki/Firefox_(novel),Craig Thomas,Firefox,/wiki/Firefox_(film),1982,0-03-020791-6
1036,Firestarter,,1980,/wiki/Firestarter_(novel),Stephen King,Firestarter,/wiki/Firestarter_(film),1984,978-0670315413
1037,Firestarter,,1980,/wiki/Firestarter_(novel),Stephen King,Firestarter: Rekindled,/wiki/Firestarter:_Rekindled,2002,978-0670315413
1038,The Firm,,1991,/wiki/The_Firm_(novel),John Grisham,The Firm,/wiki/The_Firm_(1993_film),1993,0-385-41634-2
1039,First Blood,,1972,/wiki/First_Blood_(novel),David Morrell,Rambo,/wiki/Rambo_(film_series),1982,0-214-66814-2
1040,First Blood,,1972,/wiki/First_Blood_(novel),David Morrell,First Blood,/wiki/First_Blood,1982,0-214-66814-2
1041,First Blood,,1972,/wiki/First_Blood_(novel),David Morrell,Rambo: First Blood Part II,/wiki/Rambo:_First_Blood_Part_II,1985,0-214-66814-2
1042,First Blood,,1972,/wiki/First_Blood_(novel),David Morrell,Rambo III,/wiki/Rambo_III,1988,0-214-66814-2
1043,First Blood,,1972,/wiki/First_Blood_(novel),David Morrell,Rambo,/wiki/Rambo_(2008_film),2008,0-214-66814-2
1044,"First Love, Last Rites",,1975,"/wiki/First_Love,_Last_Rites",Ian McEwan,Schmetterlinge,"/wiki/First_Love,_Last_Rites#Film_adaptations_-_Schmetterlinge_(1988)",1988,0-224-01095-6
1045,"First Love, Last Rites",,1975,"/wiki/First_Love,_Last_Rites",Ian McEwan,"First Love, Last Rites","/wiki/First_Love,_Last_Rites#First_Love,_Last_Rites_(1997_film)",1997,0-224-01095-6
1046,"First Love, Last Rites",,1975,"/wiki/First_Love,_Last_Rites",Ian McEwan,Solid Geometry,/wiki/Solid_Geometry_(film),2002,0-224-01095-6
1047,"First Love, Last Rites",,1975,"/wiki/First_Love,_Last_Rites",Ian McEwan,Butterflies,"/wiki/First_Love,_Last_Rites#Film_adaptations_-_Butterflies_(2005_film)",2005,0-224-01095-6
1048,The First Men in the Moon,,1901,/wiki/The_First_Men_in_the_Moon,H. G. Wells,A Trip to the Moon,/wiki/A_Trip_to_the_Moon,1902,
1049,The First Men in the Moon,,1901,/wiki/The_First_Men_in_the_Moon,H. G. Wells,The First Men in the Moon,/wiki/The_First_Men_in_the_Moon_(1919_film),1919,
1050,The First Men in the Moon,,1901,/wiki/The_First_Men_in_the_Moon,H. G. Wells,First Men in the Moon,/wiki/First_Men_in_the_Moon_(1964_film),1964,
1051,The First Men in the Moon,,1901,/wiki/The_First_Men_in_the_Moon,H. G. Wells,The First Men in the Moon,/wiki/The_First_Men_in_the_Moon_(2010_film),2010,
1052,The First Men in the Moon,,1901,/wiki/The_First_Men_in_the_Moon,H. G. Wells,The First Men in the Moon 3D,"/wiki/The_First_Men_in_the_Moon#Film_adaptations_-_The_fifth_adaptation,_in_3D,_by_David_Rosler,_was_in_production_from_2009-2010.",2012,
1053,The First Wives Club,,1992,,Olivia Goldsmith,The First Wives Club,/wiki/The_First_Wives_Club,1996,
1054,The Five People You Meet in Heaven,,2003,/wiki/The_Five_People_You_Meet_in_Heaven,Mitch Albom,The Five People You Meet in Heaven,"/wiki/The_Five_People_You_Meet_in_Heaven#Film_-_A_made-for-television_film_adaptation_of_the_novel,_starring_Jon_Voight_as_Eddie,_was_released_in_2004.",2004,978-0-7868-6871-1
1055,The Fixer,,1966,/wiki/The_Fixer_(novel),Bernard Malamud,The Fixer,/wiki/The_Fixer_(1968_film),1968,
1056,Flaming Youth,,1921,/wiki/Flaming_Youth_(book),Samuel Hopkins Adams,Flaming Youth,/wiki/Flaming_Youth_(film),1923,
1057,Flashpoint,,1976,,,Flashpoint,/wiki/Flashpoint_(1984_film),1984,
1058,Fletch,,1974,/wiki/Fletch_(novel),Gregory Mcdonald,Fletch,/wiki/Fletch_(film),1985,0-672-52020-6
1059,Fletch,,1974,/wiki/Fletch_(novel),Gregory Mcdonald,Fletch Lives,/wiki/Fletch_Lives,1989,0-672-52020-6
1060,Fletch Won,,1985,/wiki/Fletch_Won,Gregory Mcdonald,Fletch Won,/wiki/Fletch_Won_(film),2013,0-446-51325-3
1061,Flight of the Intruder,,1986,/wiki/Flight_of_the_Intruder_(novel),Stephen Coonts,Flight of the Intruder,/wiki/Flight_of_the_Intruder,1991,0-87021-200-1
1062,The Flight of the Phoenix,,1964,/wiki/The_Flight_of_the_Phoenix,Elleston Trevor,The Flight of the Phoenix,/wiki/The_Flight_of_the_Phoenix,1965,
1063,The Flight of the Phoenix,,1964,/wiki/The_Flight_of_the_Phoenix,Elleston Trevor,Flight of the Phoenix,/wiki/Flight_of_the_Phoenix_(2004_film),2004,
1064,Flowers in the Attic,,1979,/wiki/Flowers_in_the_Attic,V.C. Andrews,Flowers in the Attic,/wiki/Flowers_in_the_Attic_(film),1987,0-671-82531-3
1065,Flowing Gold,,1922,,Rex Beach,Flowing Gold,/wiki/Flowing_Gold,1940,
1066,Focus,,1945,/wiki/Focus_(novel),Arthur Miller,Focus,/wiki/Focus_(2001_film),2002,
1067,The Food of the Gods and How It Came to Earth,,1904,/wiki/The_Food_of_the_Gods_and_How_It_Came_to_Earth,H. G. Wells,Village of the Giants,/wiki/Village_of_the_Giants,1965,
1068,The Food of the Gods and How It Came to Earth,,1904,/wiki/The_Food_of_the_Gods_and_How_It_Came_to_Earth,H. G. Wells,The Food of the Gods,/wiki/The_Food_of_the_Gods_(film),1976,
1069,The Food of the Gods and How It Came to Earth,,1904,/wiki/The_Food_of_the_Gods_and_How_It_Came_to_Earth,H. G. Wells,Food of the Gods II,/wiki/Food_of_the_Gods_II,1989,
1070,The Fool of the Family,,1930,,Margaret Kennedy,Escape Me Never,/wiki/Escape_Me_Never_(1935_film),1935,
1071,The Fool of the Family,,1930,,Margaret Kennedy,Escape Me Never,/wiki/Escape_Me_Never_(1947_film),1947,
1072,Fools' Gold,,1958,,Dolores Hitchens,Bande à part,/wiki/Band_of_Outsiders,0,
1073,Fools' Gold,,1958,,Dolores Hitchens,Band of Outsiders,,1964,
1074,For Love of the Game,,1991,/wiki/For_Love_of_the_Game,Michael Shaara,For Love of the Game,/wiki/For_Love_of_the_Game_(film),1999,0-88184-695-3
1075,For Whom the Bell Tolls,,1940,/wiki/For_Whom_the_Bell_Tolls,Ernest Hemingway,For Whom the Bell Tolls,/wiki/For_Whom_the_Bell_Tolls_(film),1943,
1076,For Whom the Bell Tolls,,1940,/wiki/For_Whom_the_Bell_Tolls,Ernest Hemingway,For Whom the Bell Tolls,/wiki/For_Whom_the_Bell_Tolls#Adaptations_-_For_Whom_the_Bell_Tolls_(1956_U.S._TV_program),1956,
1077,For Whom the Bell Tolls,,1940,/wiki/For_Whom_the_Bell_Tolls,Ernest Hemingway,For Whom the Bell Tolls,/w/index.php?title=For_Whom_the_Bell_Tolls_(1966_film)&action=edit&redlink=1,1966,
1078,The Forbidden Territory,,1933,/wiki/The_Forbidden_Territory,Dennis Wheatley,Forbidden Territory,"/wiki/The_Forbidden_Territory#Film,_TV_or_theatrical_adaptations",1934,
1079,Force 10 From Navarone,,1968,/wiki/Force_10_From_Navarone_(novel),Alistair MacLean,Force 10 from Navarone,/wiki/Force_10_from_Navarone_(film),1978,
1080,Forever Amber,,1944,/wiki/Forever_Amber_(novel),Kathleen Winsor,Forever Amber,/wiki/Forever_Amber_(film),1947,
1081,The Forever War,,1974,/wiki/The_Forever_War,Joe Haldeman,The Forever War,/wiki/The_Forever_War#Adaptations_-_Film,2014,0-312-29890-0
1082,Forlorn River,,1927,/wiki/Forlorn_River,Zane Grey,Forlorn River,/wiki/Forlorn_River_(1937_film),1937,
1083,The Formula,,1979,,Steve Shagan,The Formula,/wiki/The_Formula_(1980_film),1980,
1084,Forrest Gump,,1986,/wiki/Forrest_Gump_(novel),Winston Groom,Forrest Gump,/wiki/Forrest_Gump,1994,0-385-23134-2
1085,The Forsyte Saga,,1906,/wiki/The_Forsyte_Saga,John Galsworthy,That Forsyte Woman,/wiki/That_Forsyte_Woman,1949,
1086,The Forsyte Saga,,1906,/wiki/The_Forsyte_Saga,John Galsworthy,The Forsyte Saga,/wiki/The_Forsyte_Saga_(TV_miniseries),2002,
1087,The Fountainhead,,1943,/wiki/The_Fountainhead,Ayn Rand,The Fountainhead,/wiki/The_Fountainhead_(film),1949,
1088,The Four Feathers,,1902,/wiki/The_Four_Feathers,A. E. W. Mason,Four Feathers,/wiki/Four_Feathers,1915,
1089,The Four Feathers,,1902,/wiki/The_Four_Feathers,A. E. W. Mason,The Four Feathers,/wiki/The_Four_Feathers_(1921_film),1921,
1090,The Four Feathers,,1902,/wiki/The_Four_Feathers,A. E. W. Mason,The Four Feathers,/wiki/The_Four_Feathers_(1929_film),1929,
1091,The Four Feathers,,1902,/wiki/The_Four_Feathers,A. E. W. Mason,The Four Feathers,/wiki/The_Four_Feathers_(1939_film),1939,
1092,The Four Feathers,,1902,/wiki/The_Four_Feathers,A. E. W. Mason,Storm Over the Nile,/wiki/Storm_Over_the_Nile,1955,
1093,The Four Feathers,,1902,/wiki/The_Four_Feathers,A. E. W. Mason,The Four Feathers,/wiki/The_Four_Feathers_(1978_film),1978,
1094,The Four Feathers,,1902,/wiki/The_Four_Feathers,A. E. W. Mason,The Four Feathers,/wiki/The_Four_Feathers_(2002_film),2002,
1095,The Fourth Protocol,,1984,/wiki/The_Fourth_Protocol,Frederick Forsyth,The Fourth Protocol,/wiki/The_Fourth_Protocol_(film),1987,0-09-158630-5
1096,The Fox and the Hound,,1967,/wiki/The_Fox_and_the_Hound_(novel),Daniel Pratt Mannix IV,The Fox and the Hound,/wiki/The_Fox_and_the_Hound_(film),1981,
1097,The Fox and the Hound,,1967,/wiki/The_Fox_and_the_Hound_(novel),Daniel Pratt Mannix IV,The Fox and the Hound 2,/wiki/The_Fox_and_the_Hound_2,2006,
1098,F.P.1 Doesn't Answer,F.P.1 Doesn't Respond,1933,,Curt Siodmak,F.P.1 antwortet nicht,/wiki/F.P.1_antwortet_nicht,1932,
1099,F.P.1 Doesn't Answer,F.P.1 Doesn't Respond,1933,,Curt Siodmak,F.P.1 Doesn't Respond,/wiki/F.P.1#1933_English-language_film_adaptation,1933,
1100,F.P.1 Doesn't Answer,F.P.1 Doesn't Respond,1933,,Curt Siodmak,F.P.1 ne repond pas,,1933,
1101,F.P.1 Doesn't Answer,F.P.1 Doesn't Respond,1933,,Curt Siodmak,F.P.1 ne repond pas,,0,
1102,Frank Merriwell,,1896,/wiki/Frank_Merriwell,Gilbert Patten,The Adventures of Frank Merriwell,/wiki/The_Adventures_of_Frank_Merriwell_(serial),1936,
1103,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein,/wiki/Frankenstein_(1910_film),1910,
1104,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Life Without Soul,/wiki/Life_Without_Soul,1915,
1105,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein,/wiki/Frankenstein_(1931_film),1931,
1106,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Bride of Frankenstein,/wiki/Bride_of_Frankenstein,1935,
1107,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Son of Frankenstein,/wiki/Son_of_Frankenstein,1939,
1108,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,The Ghost of Frankenstein,/wiki/The_Ghost_of_Frankenstein,1942,
1109,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein Meets the Wolf Man,/wiki/Frankenstein_Meets_the_Wolf_Man,1943,
1110,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,House of Frankenstein ,/wiki/House_of_Frankenstein_(1944_film),1944,
1111,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,House of Dracula,/wiki/House_of_Dracula,1945,
1112,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Abbott and Costello Meet Frankenstein,/wiki/Abbott_and_Costello_Meet_Frankenstein,1948,
1113,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,The Curse of Frankenstein,/wiki/The_Curse_of_Frankenstein,1957,
1114,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,The Revenge of Frankenstein,/wiki/The_Revenge_of_Frankenstein,1958,
1115,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,The Evil of Frankenstein,/wiki/The_Evil_of_Frankenstein,1964,
1116,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein Created Woman,/wiki/Frankenstein_Created_Woman,1967,
1117,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein Must Be Destroyed,/wiki/Frankenstein_Must_Be_Destroyed,1969,
1118,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,The Horror of Frankenstein,/wiki/The_Horror_of_Frankenstein,1970,
1119,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein and the Monster from Hell,/wiki/Frankenstein_and_the_Monster_from_Hell,1974,
1120,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein 1970,/wiki/Frankenstein_1970,1958,
1121,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein Conquers the World,/wiki/Frankenstein_Conquers_the_World,1965,
1122,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,The War of the Gargantuas,/wiki/The_War_of_the_Gargantuas,1966,
1123,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Dracula vs. Frankenstein,/wiki/Dracula_vs._Frankenstein,1971,
1124,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Andy Warhol's Frankenstein,/wiki/Andy_Warhol%27s_Frankenstein,1973,
1125,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein: The True Story,/wiki/Frankenstein:_The_True_Story,1973,
1126,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Blackenstein,/wiki/Blackenstein,1973,
1127,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Young Frankenstein,/wiki/Young_Frankenstein,1974,
1128,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,The Bride,/wiki/The_Bride_(1985_film),1985,
1129,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein Unbound,/wiki/Frankenstein_Unbound,1990,
1130,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein,/wiki/Frankenstein_(1994_film),1994,
1131,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Monster Mash,/wiki/Monster_Mash_(1995_film),1995,
1132,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,House of Frankenstein 1997,/wiki/House_of_Frankenstein_1997,1997,
1133,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Van Helsing,/wiki/Van_Helsing_(film),2004,
1134,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein,/wiki/Frankenstein_(2004_film),2004,
1135,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein,/wiki/Frankenstein_(US_TV_miniseries),2004,
1136,Frankenstein,,1818,/wiki/Frankenstein,Mary Shelley,Frankenstein,/wiki/Frankenstein_(2007_film),2007,
1137,Die Frau im Mond,The Woman in the Moon,1928,/wiki/Die_Frau_im_Mond,Thea von Harbou,Frau im Mond,/wiki/Woman_in_the_Moon,0,
1138,Die Frau im Mond,The Woman in the Moon,1928,/wiki/Die_Frau_im_Mond,Thea von Harbou,Woman in the Moon,,1929,
1139,Freaky Friday,,1972,/wiki/Freaky_Friday,Mary Rodgers,Freaky Friday,/wiki/Freaky_Friday_(1976_film),1976,0-06-025048-8
1140,Freaky Friday,,1972,/wiki/Freaky_Friday,Mary Rodgers,A Billion for Boris,/wiki/Freaky_Friday_(1976_film)#A_Billion_for_Boris,1984,0-06-025048-8
1141,Freaky Friday,,1972,/wiki/Freaky_Friday,Mary Rodgers,Summer Switch,/wiki/ABC_Afterschool_Special#Summer_Switch,1984,0-06-025048-8
1142,Freaky Friday,,1972,/wiki/Freaky_Friday,Mary Rodgers,Freaky Friday,/wiki/Freaky_Friday_(1995_film),1995,0-06-025048-8
1143,Freaky Friday,,1972,/wiki/Freaky_Friday,Mary Rodgers,Freaky Friday,/wiki/Freaky_Friday_(2003_film),2003,0-06-025048-8
1144,Freaky Friday,,1972,/wiki/Freaky_Friday,Mary Rodgers,Freaky Monday,/wiki/Freaky_Friday#Freaky_Monday_(film),2013,0-06-025048-8
1145,Freedomland,,1998,/wiki/Freedomland_(novel),Richard Price,Freedomland,/wiki/Freedomland_(film),2006,0-7679-0024-3
1146,The French Lieutenant's Woman,,1969,/wiki/The_French_Lieutenant%27s_Woman,John Fowles,The French Lieutenant's Woman,/wiki/The_French_Lieutenant%27s_Woman_(film),1981,0-224-61654-4
1147,Fried Green Tomatoes at the Whistle Stop Cafe,,1987,/wiki/Fried_Green_Tomatoes_at_the_Whistle_Stop_Cafe,Fannie Flagg,Fried Green Tomatoes,/wiki/Fried_Green_Tomatoes_(film),1991,0-394-56152-X
1148,Friend,,1985,/wiki/Friend_(novel),,Deadly Friend,/wiki/Deadly_Friend,1986,
1149,The Friendly Persuasion,Except for Me and Thee,1955,/wiki/The_Friendly_Persuasion,,Friendly Persuasion,/wiki/Friendly_Persuasion_(1956_film),1956,0-15-602909-X
1150,The Friendly Persuasion,Except for Me and Thee,1955,/wiki/The_Friendly_Persuasion,,Friendly Persuasion,/wiki/Friendly_Persuasion_(1975_film),1975,0-15-602909-X
1151,From Here to Eternity,,1951,/wiki/From_Here_to_Eternity_(novel),James Jones,From Here to Eternity,/wiki/From_Here_to_Eternity,1953,
1152,"From Russia, with Love",,1957,"/wiki/From_Russia,_with_Love_(novel)",Ian Fleming,From Russia with Love,/wiki/From_Russia_with_Love_(film),1963,
1153,From the Earth to the Moon,,1865,/wiki/From_the_Earth_to_the_Moon,Jules Verne,A Trip to the Moon,/wiki/A_Trip_to_the_Moon,1902,
1154,From the Earth to the Moon,,1865,/wiki/From_the_Earth_to_the_Moon,Jules Verne,From the Earth to the Moon,/wiki/From_the_Earth_to_the_Moon_(film),1958,
1155,From the Earth to the Moon,,1865,/wiki/From_the_Earth_to_the_Moon,Jules Verne,The Fabulous Baron Munchausen,/wiki/The_Fabulous_Baron_Munchausen,1961,
1156,From the Earth to the Moon,,1865,/wiki/From_the_Earth_to_the_Moon,Jules Verne,Jules Verne's Rocket to the Moon,/wiki/Jules_Verne%27s_Rocket_to_the_Moon,1967,
1157,From the Earth to the Moon,,1865,/wiki/From_the_Earth_to_the_Moon,Jules Verne,From the Earth to the Moon,/w/index.php?title=From_the_Earth_to_the_Moon_(1979_film)&action=edit&redlink=1,1979,
1158,From the Terrace,,1958,,John O'Hara,From the Terrace,/wiki/From_the_Terrace,1960,
1159,Funeral in Berlin,,1964,/wiki/Funeral_in_Berlin,Len Deighton,Funeral in Berlin,/wiki/Funeral_in_Berlin_(film),1966,
1160,Funny Farm,,1985,/wiki/Funny_Farm_(novel),Jay Cronley,Funny Farm,/wiki/Funny_Farm_(film),1988,
1161,The Furies,,1945,,Niven Busch,The Furies,/wiki/The_Furies_(1950_film),1950,
1162,The Fury,,1976,/wiki/The_Fury_(novel),John Farris,The Fury,/wiki/The_Fury_(1978_film),1978,
1163,The Fuzzy Pink Nightgown,,1956,,,The Fuzzy Pink Nightgown,/wiki/The_Fuzzy_Pink_Nightgown,1957,
1164,Game no na wa Yuukai,The Name of the Game is Kidnapping,2002,,Keigo Higashino,G@me,/wiki/G@me,2003,
1165,The Game of X,,1965,,Robert Sheckley,Condorman,/wiki/Condorman,1981,
1166,Garden of Allah,,1904,,Robert Smythe Hichens,The Garden of Allah,/w/index.php?title=The_Garden_of_Allah_(1916_film)&action=edit&redlink=1,1916,
1167,Garden of Allah,,1904,,Robert Smythe Hichens,The Garden of Allah,/wiki/The_Garden_of_Allah_(1927_film),1927,
1168,Garden of Allah,,1904,,Robert Smythe Hichens,The Garden of Allah,/wiki/The_Garden_of_Allah_(1936_film),1936,
1169,The Garden of God,,1923,/wiki/The_Garden_of_God,Henry De Vere Stacpoole,Return to the Blue Lagoon,/wiki/Return_to_the_Blue_Lagoon,1991,
1170,Gardens of Stone,,1983,,,Gardens of Stone,/wiki/Gardens_of_Stone,1987,
1171,The Gay Sisters,,1942,,Stephen Longstreet,The Gay Sisters,/wiki/The_Gay_Sisters,0,
1172,Gentle Annie,,1942,,MacKinlay Kantor,Gentle Annie,/wiki/Gentle_Annie_(film),1944,
1173,Gentlemen Prefer Blondes,,1925,/wiki/Gentlemen_Prefer_Blondes_(novel),Anita Loos,Gentlemen Prefer Blondes,/wiki/Gentlemen_Prefer_Blondes_(1928_film),1928,
1174,Gentlemen Prefer Blondes,,1925,/wiki/Gentlemen_Prefer_Blondes_(novel),Anita Loos,Gentlemen Prefer Blondes,/wiki/Gentlemen_Prefer_Blondes_(1953_film),1953,
