imdbid,book_id,title,author,year,full_name,budget,revenue,runtime,poster_path,rating_average,vote_count,standardized_rating,normalized_rating,goodreads_scale_rating
tt0090576,1964904.0,De Aanslag,Harry Mulisch,1986.0,The Assault 1986,0,203781,124.0,/roLUdrbcpFiWjIqs2NbpItR74KE.jpg,7.3,2823.0,0.768571339934507,0.732394366197183,3.65
tt0276751,2770004.0,About a Boy,Nick Hornby,2002.0,About a Boy 2002,27000000,129000000,101.0,/1kz4Q2v7cxwNnTfkjrujzWAVCne.jpg,7.1,158912.0,0.570744749265489,0.704225352112676,3.55
tt0257360,908745.0,About Schmidt,Louis Begley,2002.0,About Schmidt 2002,30000000,105834556,125.0,/riJV5Bq0IXItG3ceywNWkw7il7K.jpg,7.2,116379.0,0.669658044599998,0.71830985915493,3.6
tt0118548,760769.0,Absolute Power,David Baldacci,1997.0,Absolute Power 1997,50000000,50068310,121.0,/oJQdp09Oc51DkArsMDvgDLdWiDu.jpg,6.7,45519.0,0.175091567927453,0.647887323943662,3.35
tt0094606,60792.0,The Accidental Tourist,Anne Tyler,1988.0,The Accidental Tourist 1988,0,0,121.0,/dyk2BqPajLRBpVQ6jsSJJdgfuXe.jpg,6.8,13738.0,0.274004863261962,0.661971830985915,3.4
tt0068168,6916657.0,Across 110th,0,1972.0,Across 110th Street 1972,0,0,102.0,/rBbjSAA6sfCod4n4KlaiSCV1jiA.jpg,7.0,4239.0,0.47183145393098,0.690140845070423,3.5
tt0267248,1171639.0,Adams Fall,0,2002.0,Abandon 2002,25000000,10719357,99.0,/boUVtx1o57qsy9rkdXxI4ExHLnP.jpg,4.9,8703.0,-1.60534774809371,0.394366197183099,2.45
tt0070510,790338.0,Addie Pray,Joe David Brown,1973.0,Paper Moon 1973,0,0,102.0,/xq7F3iUFJY1L4UFIHoO2Y3fmnE6.jpg,8.1,37334.0,1.55987770261058,0.845070422535211,4.05
tt0307923,455696.0,Adolphe,Benjamin Constant,2002.0,Adolphe 2002,0,0,102.0,/dfcRL36GvuoeqWn1bq6tgSLiXgA.jpg,6.1,329.0,-0.418388204079602,0.563380281690141,3.05
tt0065374,56649.0,The Adventurers,Harold Robbins,1970.0,The Adventurers 1970,0,0,171.0,/1WQPcTeZs1BiLT34w2bjURckyms.jpg,5.4,579.0,-1.11078127142117,0.464788732394366,2.7
tt0395119,90411.0,The Adventures of Captain Alatriste,Arturo Pérez-Reverte,2006.0,Alatriste 2006,24000000,23321954,145.0,/4DHgHu8TlOGRMriLAKiQrYf6GF6.jpg,6.1,11456.0,-0.418388204079602,0.563380281690141,3.05
tt0046683,41096625.0,The Adventures of Hajji Baba of Ispahan,James Justinian Morier,1954.0,The Adventures of Hajji Baba 1954,0,0,94.0,/pSEYTPhDHWwE7jDKptSJTku5kTr.jpg,6.1,394.0,-0.418388204079602,0.563380281690141,3.05
tt0011313,2956.0,Adventures of Huckleberry Finn,Mark Twain,1920.0,Huckleberry Finn 1920,0,0,70.0,/fbsThgTWny7zCZp8iXmyljyHx5b.jpg,6.5,68.0,-0.0227350227415655,0.619718309859155,3.25
tt0021981,2956.0,Adventures of Huckleberry Finn,Mark Twain,1931.0,Huckleberry Finn 1931,0,0,80.0,/r9Q3RYZ6TYCnOI99Hx19dc4Jm8P.jpg,6.3,61.0,-0.220561613410584,0.591549295774648,3.15
tt0021981,24583.0,The Adventures of Tom Sawyer,Mark Twain,1931.0,Huckleberry Finn 1931,0,0,80.0,/r9Q3RYZ6TYCnOI99Hx19dc4Jm8P.jpg,6.3,61.0,-0.220561613410584,0.591549295774648,3.15
tt0031020,2956.0,Adventures of Huckleberry Finn,Mark Twain,1939.0,The Adventures of Huckleberry Finn 1939,0,0,91.0,/1FIAUMHoXzVo8pCJBPjbWWdBQ6z.jpg,6.9,991.0,0.372918158596471,0.676056338028169,3.45
tt0046684,2956.0,Adventures of Huckleberry Finn,Mark Twain,1955.0,The Adventures of Huckleberry Finn 1955,0,0,60.0,/zVQY2Q8n51kSgk3RnurtwPFbD3G.jpg,5.2,45.0,-1.30860786209018,0.436619718309859,2.6
tt0053571,2956.0,Adventures of Huckleberry Finn,Mark Twain,1960.0,The Adventures of Huckleberry Finn 1960,0,0,107.0,/l2bmntngk2bQyrWT7Z9CxMNE8fO.jpg,6.3,1200.0,-0.220561613410584,0.591549295774648,3.15
tt0071634,2956.0,Adventures of Huckleberry Finn,Mark Twain,1974.0,Huckleberry Finn 1974,0,0,118.0,/8FMdSBWJcpdicnQrNBEiWpfL92p.jpg,5.5,486.0,-1.01186797608666,0.47887323943662,2.75
tt0071634,24583.0,The Adventures of Tom Sawyer,Mark Twain,1974.0,Huckleberry Finn 1974,0,0,118.0,/8FMdSBWJcpdicnQrNBEiWpfL92p.jpg,5.5,486.0,-1.01186797608666,0.47887323943662,2.75
tt0073130,2956.0,Adventures of Huckleberry Finn,Mark Twain,1975.0,Huckleberry Finn 1975,0,0,77.0,/wiCKmZk52OnGZuNseOl8dBEL1ru.jpg,5.4,142.0,-1.11078127142117,0.464788732394366,2.7
tt0073130,24583.0,The Adventures of Tom Sawyer,Mark Twain,1975.0,Huckleberry Finn 1975,0,0,77.0,/wiCKmZk52OnGZuNseOl8dBEL1ru.jpg,5.4,142.0,-1.11078127142117,0.464788732394366,2.7
tt0081982,2956.0,Adventures of Huckleberry Finn,Mark Twain,1981.0,The Adventures of Huckleberry Finn 1981,0,0,100.0,/2dftBQRhrH5Lskcam33tL5doAKG.jpg,6.0,47.0,-0.517301499414111,0.549295774647887,3.0
tt0088678,2956.0,Adventures of Huckleberry Finn,Mark Twain,1985.0,The Adventures of Mark Twain 1985,0,849915,86.0,/k8fX9Sap8dlpZik21BQjlct8OSl.jpg,7.5,2262.0,0.966397930603525,0.76056338028169,3.75
tt0088678,24583.0,The Adventures of Tom Sawyer,Mark Twain,1985.0,The Adventures of Mark Twain 1985,0,849915,86.0,/k8fX9Sap8dlpZik21BQjlct8OSl.jpg,7.5,2262.0,0.966397930603525,0.76056338028169,3.75
tt0099087,2956.0,Adventures of Huckleberry Finn,Mark Twain,1990.0,Back to Hannibal: The Return of Tom Sawyer and Huckleberry Finn 1990,0,0,88.0,/qbEq9k24od1FMNXF0O1xDkGa9zI.jpg,6.5,119.0,-0.0227350227415655,0.619718309859155,3.25
tt0099087,24583.0,The Adventures of Tom Sawyer,Mark Twain,1990.0,Back to Hannibal: The Return of Tom Sawyer and Huckleberry Finn 1990,0,0,88.0,/qbEq9k24od1FMNXF0O1xDkGa9zI.jpg,6.5,119.0,-0.0227350227415655,0.619718309859155,3.25
tt0106223,2956.0,Adventures of Huckleberry Finn,Mark Twain,1993.0,The Adventures of Huck Finn 1993,6500000,0,108.0,/8VpQZ43hdaTUmkMoe2CnED1Y2fS.jpg,6.2,7133.0,-0.319474908745093,0.577464788732394,3.1
tt0112302,2956.0,Adventures of Huckleberry Finn,Mark Twain,1995.0,Tom and Huck 1995,0,0,97.0,/sGO5Qa55p7wTu7FJcX4H4xIVKvS.jpg,5.6,8859.0,-0.912954680752148,0.492957746478873,2.8
tt0112302,24583.0,The Adventures of Tom Sawyer,Mark Twain,1995.0,Tom and Huck 1995,0,0,97.0,/sGO5Qa55p7wTu7FJcX4H4xIVKvS.jpg,5.6,8859.0,-0.912954680752148,0.492957746478873,2.8
tt0032910,180617.0,The Adventures of Pinocchio,Carlo Collodi,1940.0,Pinocchio 1940,2600000,84300000,88.0,/hu9sn5kHTXZsafNQYQf4qQ16BGI.jpg,7.5,113314.0,0.966397930603525,0.76056338028169,3.75
tt0050846,180617.0,The Adventures of Pinocchio,Carlo Collodi,1957.0,Pinocchio 1957,0,0,60.0,/2O5w6Ea9u1spYilCLfKYz94fKAf.jpg,7.5,10.0,0.966397930603525,0.76056338028169,3.75
tt0152066,180617.0,The Adventures of Pinocchio,Carlo Collodi,1959.0,The Adventures of Buratino 1959,0,0,67.0,/1dEDVrwbMVyK0dUAwRAAwX4a4Iq.jpg,7.4,547.0,0.867484635269017,0.746478873239437,3.7
tt0152066,3038497.0,"The Golden Key, or the Adventures of Buratino",Aleksey Nikolayevich Tolstoy,1959.0,The Adventures of Buratino 1959,0,0,67.0,/1dEDVrwbMVyK0dUAwRAAwX4a4Iq.jpg,7.4,547.0,0.867484635269017,0.746478873239437,3.7
tt0186449,180617.0,The Adventures of Pinocchio,Carlo Collodi,1965.0,Pinocchio in Outer Space 1965,0,0,71.0,/8YUjdml3DQ7LoxJge2XULffajX9.jpg,6.2,197.0,-0.319474908745093,0.577464788732394,3.1
tt0210907,180617.0,The Adventures of Pinocchio,Carlo Collodi,1968.0,Pinocchio 1968,0,0,90.0,/3DMb83fdyxtSel7Sp50n9YTPUyv.jpg,7.6,15.0,1.06531122593803,0.774647887323944,3.8
tt0287351,180617.0,The Adventures of Pinocchio,Carlo Collodi,1972.0,Pinocchio 1972,0,0,93.0,/nUWBJgn2gNGYUxPtqL7pZ4DqAIg.jpg,7.1,118.0,0.570744749265489,0.704225352112676,3.55
tt0073570,180617.0,The Adventures of Pinocchio,Carlo Collodi,1975.0,The Adventures of Buratino 1975,0,0,132.0,/ohl9WLXDrMBrU1WCYQPSpRYeoni.jpg,7.7,1396.0,1.16422452127254,0.788732394366197,3.85
tt0073570,3038497.0,"The Golden Key, or the Adventures of Buratino",Aleksey Nikolayevich Tolstoy,1975.0,The Adventures of Buratino 1975,0,0,132.0,/ohl9WLXDrMBrU1WCYQPSpRYeoni.jpg,7.7,1396.0,1.16422452127254,0.788732394366197,3.85
tt0207653,180617.0,The Adventures of Pinocchio,Carlo Collodi,1976.0,Pinocchio 1976,0,0,78.0,/80rcKxLaBChWmR3fM2nclyVyuoz.jpg,6.1,158.0,-0.418388204079602,0.563380281690141,3.05
tt0093743,180617.0,The Adventures of Pinocchio,Carlo Collodi,1987.0,Pinocchio and the Emperor of the Night 1987,8000000,3261638,83.0,/6IDqA1D2NBIVhzEEaMMRL28iBrq.jpg,6.8,460.0,0.274004863261962,0.661971830985915,3.4
tt0225009,180617.0,The Adventures of Pinocchio,Carlo Collodi,1991.0,964 Pinocchio 1991,0,0,97.0,/zPH1qnQE69U7dko1LLVkKaNkwah.jpg,5.5,1373.0,-1.01186797608666,0.47887323943662,2.75
tt0818692,180617.0,The Adventures of Pinocchio,Carlo Collodi,1992.0,Pinocchio 1992,0,0,49.0,/qdnki2CELal6qPdgGRIsalqK4Ap.jpg,6.1,107.0,-0.418388204079602,0.563380281690141,3.05
tt0117342,180617.0,The Adventures of Pinocchio,Carlo Collodi,1996.0,Pinocchio's Revenge 1996,0,0,96.0,/1xcAec4SQITtb5h9fxR8HifEWsd.jpg,4.1,1827.0,-2.39665411076978,0.28169014084507,2.05
tt0115472,180617.0,The Adventures of Pinocchio,Carlo Collodi,1996.0,The Adventures of Pinocchio 1996,0,0,90.0,/fT5b16eeBcroK6OhsmxYPTv36gQ.jpg,5.3,4719.0,-1.20969456675567,0.450704225352113,2.65
tt0200656,180617.0,The Adventures of Pinocchio,Carlo Collodi,2000.0,Geppetto 2000,0,0,89.0,/dX9fUpiDtGg2EzkY8G1EEUgnNGu.jpg,5.6,634.0,-0.912954680752148,0.492957746478873,2.8
tt0212720,180617.0,The Adventures of Pinocchio,Carlo Collodi,2001.0,A.I. Artificial Intelligence 2001,100000000,235926552,146.0,/wnUAcUrMRGPPZUDroLeZhSjLkuu.jpg,7.1,271339.0,0.570744749265489,0.704225352112676,3.55
tt0311618,180617.0,The Adventures of Pinocchio,Carlo Collodi,2002.0,A Tree of Palme 2002,0,0,130.0,/9hplbUoKw2C54Xy9eDhsBbzAo42.jpg,6.6,407.0,0.0761782725929433,0.633802816901408,3.3
tt0255477,180617.0,The Adventures of Pinocchio,Carlo Collodi,2002.0,Pinocchio 2002,40000000,41323171,108.0,/hdQzzWOo5vnL3iDq6G8knpNnlBn.jpg,4.3,7162.0,-2.19882752010077,0.309859154929577,2.15
tt0332318,180617.0,The Adventures of Pinocchio,Carlo Collodi,2004.0,Pinocchio 3000 2004,0,0,80.0,/bxhx00rqFhiUowjlvDiSpG6Ouvu.jpg,4.0,1026.0,-2.49556740610429,0.267605633802817,2.0
tt1130992,180617.0,The Adventures of Pinocchio,Carlo Collodi,2008.0,Pinocchio 2008,0,0,179.0,/cfgex1EtQOtvBDJpUmGsXJJBuic.jpg,5.8,344.0,-0.715128090083129,0.52112676056338,2.9
tt0031022,3590.0,The Adventures of Sherlock Holmes,Arthur Conan Doyle,1939.0,The Adventures of Sherlock Holmes 1939,0,0,85.0,/hvVyRX7ka3dCIq2RCxsyqstw3QQ.jpg,7.5,5604.0,0.966397930603525,0.76056338028169,3.75
tt0008687,24583.0,The Adventures of Tom Sawyer,Mark Twain,1917.0,Tom Sawyer 1917,0,0,59.0,/IkFkEutRrhIu9Yo8lS1dWM4i2B.jpg,6.3,123.0,-0.220561613410584,0.591549295774648,3.15
tt0021483,24583.0,The Adventures of Tom Sawyer,Mark Twain,1930.0,Tom Sawyer 1930,0,0,86.0,/d8gDlFCOXdUi6XEgUmo2IfTIlDt.jpg,6.4,139.0,-0.121648318076074,0.605633802816901,3.2
tt0029844,24583.0,The Adventures of Tom Sawyer,Mark Twain,1938.0,The Adventures of Tom Sawyer 1938,0,0,90.0,/alGVt8eIM9bzqh3BgmYD4v2PbU.jpg,7.3,1516.0,0.768571339934507,0.732394366197183,3.65
tt0036582,24583.0,The Adventures of Tom Sawyer,Mark Twain,1944.0,The Adventures of Mark Twain 1944,0,0,130.0,/qvE4SY2yn3mQ2341x5ThJwyloK4.jpg,7.2,896.0,0.669658044599998,0.71830985915493,3.6
tt0070814,24583.0,The Adventures of Tom Sawyer,Mark Twain,1973.0,Tom Sawyer 1973,0,0,103.0,/uZXxNcCTK0flpnar5cDqBhu1VL8.jpg,6.5,1815.0,-0.0227350227415655,0.619718309859155,3.25
tt0224267,24583.0,The Adventures of Tom Sawyer,Mark Twain,2000.0,Tom Sawyer 2000,0,0,89.0,/vFab8MwNldV5ZaIuvDdro3HKXnq.jpg,6.1,272.0,-0.418388204079602,0.563380281690141,3.05
tt0055728,1933777.0,Advise and Consent,Allen Drury,1962.0,Advise & Consent 1962,0,0,139.0,/4fW4lM5iVVInFnV27OdXeSLUWFH.jpg,7.8,5737.0,1.26313781660705,0.802816901408451,3.9
tt0043265,42740579.0,The African Queen,C. S. Forester,1951.0,The African Queen 1951,1300000,10750000,105.0,/qtlXZOUvTUwPDMZkUYK4Lyb9kS3.jpg,7.9,65713.0,1.36205111194156,0.816901408450704,3.95
tt0098994,19161894.0,"After Dark, My Sweet",Jim Thompson,1990.0,"After Dark, My Sweet 1990",0,0,114.0,/3hjcHNtWn9T6jVGXgNXyCsMWBdj.jpg,6.6,2904.0,0.0761782725929433,0.633802816901408,3.3
tt0106519,710892.0,After Hours,Edwin Torres,1993.0,Carlito's Way 1993,30000000,36516012,144.0,/tGPqPHuOCbyFxwllrYgKkPDu9xB.jpg,7.9,183341.0,1.36205111194156,0.816901408450704,3.95
tt0106519,6044393.0,Carlito's Way,0,1993.0,Carlito's Way 1993,30000000,36516012,144.0,/tGPqPHuOCbyFxwllrYgKkPDu9xB.jpg,7.9,183341.0,1.36205111194156,0.816901408450704,3.95
tt0057334,527744.0,After the Funeral,Agatha Christie,1963.0,Murder at the Gallop 1963,0,0,81.0,/1SMoWzqgdARO6GsepFC3T5jdc9a.jpg,7.3,4472.0,0.768571339934507,0.732394366197183,3.65
tt0014651,53835.0,The Age of Innocence,Edith Wharton,1924.0,The Age of Innocence 1924,0,0,,,6.4,26.0,-0.121648318076074,0.605633802816901,3.2
tt0024819,53835.0,The Age of Innocence,Edith Wharton,1934.0,The Age of Innocence 1934,0,0,81.0,/kRmyQT8SGPOacGy4XSdvjdcwGfe.jpg,6.4,319.0,-0.121648318076074,0.605633802816901,3.2
tt0106226,53835.0,The Age of Innocence,Edith Wharton,1993.0,The Age of Innocence 1993,34000000,32255440,139.0,/xdkFwyufgtTR4E9rk4CL2r4l00a.jpg,7.2,43293.0,0.669658044599998,0.71830985915493,3.6
tt0058886,40473.0,The Agony and the Ecstasy,Irving Stone,1965.0,The Agony and the Ecstasy 1965,10000000,4000000,138.0,/5TRckyM3TEPQnswMwgY0yfzAqoV.jpg,7.2,5795.0,0.669658044599998,0.71830985915493,3.6
tt0343221,10406937.0,Äideistä parhain,0,2005.0,Mother of Mine 2005,3500000,0,111.0,/jlcCeC32UReWwkm3a1zLD2EMWfA.jpg,7.7,4003.0,1.16422452127254,0.788732394366197,3.85
tt0054936,633401.0,Aimez-vous Brahms?,Françoise Sagan,1961.0,Goodbye Again 1961,0,0,120.0,/w2afnFbmHVbYK6BQ8h2fDvRSWv2.jpg,7.1,2131.0,0.570744749265489,0.704225352112676,3.55
tt0099005,1104713.0,Air America,0,1990.0,Air America 1990,0,33461269,112.0,/v6kWV8pNV5yeLZwe1CdeWrHKckS.jpg,5.8,24848.0,-0.715128090083129,0.52112676056338,2.9
tt0065377,124918.0,Airport,Arthur Hailey,1970.0,Airport 1970,10000000,100489151,137.0,/aUCkZ5c4PgyoiPuGGW7ikcogNjq.jpg,6.6,15646.0,0.0761782725929433,0.633802816901408,3.3
tt0075648,124918.0,Airport,Arthur Hailey,1977.0,Airport '77 1977,6000000,30000000,114.0,/m9b3frZR0Wu8I3ayN3QPrxfZMvC.jpg,5.6,8506.0,-0.912954680752148,0.492957746478873,2.8
tt0026056,525818.0,Alice Adams,Booth Tarkington,1935.0,Alice Adams 1935,0,0,99.0,/iVAKXTxUZtE7GXz1hCl50NRjFQW.jpg,7.0,3334.0,0.47183145393098,0.690140845070423,3.5
tt0055738,577363.0,All Fall Down,James Leo Herlihy,1962.0,All Fall Down 1962,0,0,111.0,/sMvlu5GR1VAsTWKPyZfXyTeK9xB.jpg,6.9,1497.0,0.372918158596471,0.676056338028169,3.45
tt0013824,7199539.0,All the Brothers Were Valiant,Ben Ames Williams,1923.0,All the Brothers Were Valiant 1923,0,0,101.0,/9TvFacFyN7EwrqhCh0sQCxlWD3h.jpg,6.8,17.0,0.274004863261962,0.661971830985915,3.4
tt0018618,7199539.0,All the Brothers Were Valiant,Ben Ames Williams,1928.0,Across to Singapore 1928,290000,596000,85.0,/paVqiDnjXYI2QUM2lxbQtLpLf4T.jpg,7.2,876.0,0.669658044599998,0.71830985915493,3.6
tt0045494,7199539.0,All the Brothers Were Valiant,Ben Ames Williams,1953.0,All the Brothers Were Valiant 1953,0,0,101.0,/hrMtQzVrUr37guUN8A9CiLi82d8.jpg,6.3,759.0,-0.220561613410584,0.591549295774648,3.15
tt0041113,5527.0,All the King's Men,Robert Penn Warren,1949.0,All the King's Men 1949,0,0,109.0,/iS5v5OETXcy87YndYJgDuRBSTbY.jpg,7.5,11733.0,0.966397930603525,0.76056338028169,3.75
tt0405676,5527.0,All the King's Men,Robert Penn Warren,2006.0,All the King's Men 2006,55000000,9450897,125.0,/rnmq4QBAWhxULd12PhlCFa1RjHa.jpg,6.2,22521.0,-0.319474908745093,0.577464788732394,3.1
tt0149624,635719.0,All the Pretty Horses,Cormac McCarthy,2000.0,All the Pretty Horses 2000,57000000,0,117.0,/dvaBfInDqjzIDHGn8t5OJ9uQuwO.jpg,5.8,12328.0,-0.715128090083129,0.52112676056338,2.9
tt1135985,613897.0,All the Way,0,2008.0,Sex Drive 2008,19000000,18755936,109.0,/bwXrZy2xqsyDnno4z8AENEgVfsO.jpg,6.5,79165.0,-0.0227350227415655,0.619718309859155,3.25
tt1631867,6255949.0,All You Need Is Kill,0,2014.0,Edge of Tomorrow 2014,178000000,370541256,113.0,/tpoVEYvm6qcXueZrQYJNRLXL88s.jpg,7.9,536169.0,1.36205111194156,0.816901408450704,3.95
tt1532530,398197.0,Almayer's Folly,Joseph Conrad,2011.0,Almayer's Folly 2011,0,0,127.0,/bV40jBSId6GLWayBLNLRR6xnaEY.jpg,6.4,479.0,-0.121648318076074,0.605633802816901,3.2
tt0164334,1312928.0,Along Came a Spider,James Patterson,2001.0,Along Came a Spider 2001,60000000,105178561,104.0,/1ZjDmPKMUtout8hR77qmK1llgls.jpg,6.3,67721.0,-0.220561613410584,0.591549295774648,3.15
tt0080360,224994.0,Altered States,Paddy Chayefsky,1980.0,Altered States 1980,15000000,19853892,102.0,/wJuBAkVbd2xaauodX3Ronqvw06O.jpg,6.9,28791.0,0.372918158596471,0.676056338028169,3.45
tt0146425,1141705.0,"Always Outnumbered, Always Outgunned",Walter Mosley,1998.0,Always Outnumbered 1998,0,0,104.0,/23DpFZxpDtSUl68JP70rfqHGd67.jpg,7.3,1834.0,0.768571339934507,0.732394366197183,3.65
tt0060099,131793.0,An American Dream,Norman Mailer,1966.0,An American Dream 1966,0,0,103.0,/jWDvepgKuF2E5W8ORQl0scilEAp.jpg,5.3,278.0,-1.20969456675567,0.450704225352113,2.65
tt0402763,284182.0,American Knees,Shawn Wong,2006.0,Americanese 2006,0,0,,,5.1,152.0,-1.40752115742469,0.422535211267606,2.55
tt0144084,28676.0,American Psycho,Bret Easton Ellis,2000.0,American Psycho 2000,7000000,34266564,102.0,/qXsylPM4Lr5397R3eHrfqHhTUNc.jpg,7.6,422445.0,1.06531122593803,0.774647887323944,3.8
tt0305206,43559.0,American Splendor,Harvey Pekar,2003.0,American Splendor 2003,0,6003587,101.0,/qIJHt9PO13mAuFnHgrJUAq5p8Bf.jpg,7.5,45216.0,0.966397930603525,0.76056338028169,3.75
tt0043924,331319.0,An American Tragedy,Theodore Dreiser,1951.0,A Place in the Sun 1951,0,0,122.0,/xoqplyswv7UTZFHVbcXSHe8tZWD.jpg,7.8,17775.0,1.26313781660705,0.802816901408451,3.9
tt0057840,1617171.0,The Americanization of Emily,William Bradford Huie,1964.0,The Americanization of Emily 1964,0,0,115.0,/zA9254usF2X0m0P5CeEXft7uzSe.jpg,7.4,4335.0,0.867484635269017,0.746478873239437,3.7
tt0087566,59766.0,Amerika,Franz Kafka,1984.0,Class Relations 1984,0,0,127.0,/yl7A9hdcVkCbZBSDOsqyk0aKxVA.jpg,7.0,443.0,0.47183145393098,0.690140845070423,3.5
tt0093267,59766.0,Amerika,Franz Kafka,1987.0,Intervista 1987,0,0,102.0,/k8Hh4Nnhnl5tZ5EWpvovcVm7Kne.jpg,7.0,2082.0,0.47183145393098,0.690140845070423,3.5
tt0109101,59766.0,Amerika,Franz Kafka,1994.0,Amerika 1994,0,0,90.0,/tegldsl8f2PtY0cwIf016kzE50W.jpg,6.1,195.0,-0.418388204079602,0.563380281690141,3.05
tt0078767,293101.0,The Amityville Horror,Jay Anson,1979.0,The Amityville Horror 1979,0,86432000,117.0,/orociMcS1GExIcuiGbYYHlRlcL8.jpg,6.2,31934.0,-0.319474908745093,0.577464788732394,3.1
tt0384806,293101.0,The Amityville Horror,Jay Anson,2005.0,The Amityville Horror 2005,19000000,108047131,90.0,/cZW2ajrHSiA0Ar2o00g4ezUYqZX.jpg,6.0,98040.0,-0.517301499414111,0.549295774647887,3.0
tt0013802,1524706.0,Amos Judd,John Ames Mitchell,1922.0,The Young Rajah 1922,0,0,54.0,/aAIiud72SJT2ldyWmc3zbXkloo2.jpg,6.9,345.0,0.372918158596471,0.676056338028169,3.45
tt0414713,2782200.0,Amu,Shonali Bose,2005.0,Amu 2005,0,0,102.0,/jpWBeA1O1zjgEgurW9XTal1cSfL.jpg,7.4,777.0,0.867484635269017,0.746478873239437,3.7
tt0052561,994663.0,Anatomy of a Murder,John D. Voelker,1959.0,Anatomy of a Murder 1959,0,0,160.0,/kDFnM2zlHZirR2ItTo56lyrxuAS.jpg,8.0,53206.0,1.46096440727607,0.830985915492958,4.0
tt0036599,723668.0,And Now Tomorrow,Rachel Field,1944.0,And Now Tomorrow 1944,0,0,86.0,/oUhkUhmmLRryDUBF4wJMk0SurMU.jpg,7.1,280.0,0.570744749265489,0.704225352112676,3.55
tt0037515,16299.0,And Then There Were None,Agatha Christie,1945.0,And Then There Were None 1945,0,1000000,97.0,/jWmloybJyoQsMXPatbGKcur4Pho.jpg,7.6,11145.0,1.06531122593803,0.774647887323944,3.8
tt0247394,16299.0,And Then There Were None,Agatha Christie,1965.0,Gumnaam 1965,0,0,151.0,/qukaVK91Ca2eLJckZbWgAId9SeK.jpg,7.2,1077.0,0.669658044599998,0.71830985915493,3.6
tt0061075,16299.0,And Then There Were None,Agatha Christie,1965.0,Ten Little Indians 1965,0,0,90.0,/iFBY02sqbyNHEtfRpHAKi5m9KDZ.jpg,6.7,3674.0,0.175091567927453,0.647887323943662,3.35
tt1014692,16299.0,And Then There Were None,Agatha Christie,1969.0,Zehn kleine Negerlein 1969,0,0,,/nQlDIDAbhPDMPdyzr6r12NEjxUF.jpg,8.3,31.0,1.7577042932796,0.873239436619718,4.15
tt0098454,16299.0,And Then There Were None,Agatha Christie,1989.0,Ten Little Indians 1989,0,0,98.0,/eQEWh4l5gcWuqpLK1EKjVTnZTR6.jpg,4.7,711.0,-1.80317433876273,0.366197183098592,2.35
tt0309698,16299.0,And Then There Were None,Agatha Christie,2003.0,Identity 2003,10000000,0,90.0,/xSNSp2wmCUwFavxdkMF417hBc39.jpg,7.3,206695.0,0.768571339934507,0.732394366197183,3.65
tt0066767,5318963.0,The Anderson Tapes,Lawrence Sanders,1971.0,The Anderson Tapes 1971,3000000,0,99.0,/Awk5N59JehZywa1fDwRYsCQtpt9.jpg,6.4,5993.0,-0.121648318076074,0.605633802816901,3.2
tt0066769,1331973.0,The Andromeda Strain,Michael Crichton,1971.0,The Andromeda Strain 1971,6500000,12376563,131.0,/nGI6h63HtxB0SbvaNXc5WcrRycq.jpg,7.2,29889.0,0.669658044599998,0.71830985915493,3.6
tt0783767,647121.0,Angel,Elizabeth Taylor,2007.0,Angel 2007,15000000,0,134.0,/hXO8wQNI5G8n8Yi7H2nNoW6utUd.jpg,5.9,4908.0,-0.61621479474862,0.535211267605634,2.95
tt0808151,970386.0,Angels & Demons,Dan Brown,2009.0,Angels & Demons 2009,150000000,356613439,138.0,/grN4lETrHNejatQZFP2F2DAWMU4.jpg,6.7,248761.0,0.175091567927453,0.647887323943662,3.35
tt0052563,42695.0,The Angry Hills,Leon Uris,1959.0,The Angry Hills 1959,0,0,105.0,/5EaCUSJwpN4Y4oVyWKVxkAIXaO4.jpg,5.8,793.0,-0.715128090083129,0.52112676056338,2.9
tt0069946,2373336.0,Un animal doué de raison,Robert Merle,1973.0,The Day of the Dolphin 1973,0,0,104.0,/ihUGEekxc4lhyj9u1tgxo6q4Veb.jpg,6.1,2359.0,-0.418388204079602,0.563380281690141,3.05
tt0047834,170448.0,Animal Farm,George Orwell,1954.0,Animal Farm 1954,0,0,72.0,/pglsFyjixKq1xkfaRkddJLwUhxc.jpg,7.2,13095.0,0.669658044599998,0.71830985915493,3.6
tt0204824,170448.0,Animal Farm,George Orwell,1999.0,Animal Farm 1999,23000000,0,91.0,/4xWXTDfXXD12EVWryQ3MiGvZx6C.jpg,6.0,5326.0,-0.517301499414111,0.549295774647887,3.0
tt0038303,1284085.0,Anna and the King of Siam,Margaret Landon,1946.0,Anna and the King of Siam 1946,0,0,128.0,/duKZqqkuhwBjalCi6ObcEpNBsHr.jpg,7.1,1977.0,0.570744749265489,0.704225352112676,3.55
tt0049408,1284085.0,Anna and the King of Siam,Margaret Landon,1956.0,The King and I 1956,4550000,21300000,133.0,/69YTqDgrmzPh71pMGYob89FcuNd.jpg,7.5,21841.0,0.966397930603525,0.76056338028169,3.75
tt0160429,1284085.0,Anna and the King of Siam,Margaret Landon,1999.0,The King and I 1999,25000000,12000000,87.0,/zUMBSExtVELo0zLuDoYKhTsYsag.jpg,4.2,3428.0,-2.29774081543527,0.295774647887324,2.1
