book_id,title,year,avg_rating,rating_count,review_count,series,series_num,author,description,length,five_stars,four_stars,three_stars,two_stars,one_star,cover_image,standardized_rating,normalized_rating
1964904.0,The Assault,1982,3.71,9367.0,390.0,,,Harry Mulisch,"It is the winter of 1945, the last dark days of the war in occupied Holland. A Nazi collaborator, infamous for his cruelty, is assassinated as he rides home on his bicycle. The Germans arrive within minutes, and in brutal retaliation burn a nearby house and massacre an innocent family. Only the youngest son, twelve-year-old Anton Steenwijk, survives.A novel of great emotio
It is the winter of 1945, the last dark days of the war in occupied Holland. A Nazi collaborator, infamous for his cruelty, is assassinated as he rides home on his bicycle. The Germans arrive within minutes, and in brutal retaliation burn a nearby house and massacre an innocent family. Only the youngest son, twelve-year-old Anton Steenwijk, survives.A novel of great emotional ans psychological intensity, The Assault traces the complex repercussions of this nightmarish event on Anton's life. Determined to forget, Anton opts for a carefully normal existence - a prudent marriage, a successful career, and colorless passivity. But the past keeps breaking through - in relentless memories and in chance encounters with the other actors in the drama - until Anton finally learns what really happened that night when his family was killed, and why.The Assault subtly and brilliantly explores the eternal questions of guilt and innocence, heroism and cowardice. And it introduces to the American scene a major European writer - Harry Mulisch.(front flap)
...more",185.0,1736.0,4093.0,2734.0,648.0,156.0,https://images.gr-assets.com/books/1547811518l/1964904.jpg,-0.47105806277243,0.57
2770004.0,About A Boy,1998,3.8,117323.0,3027.0,,,Nick Hornby,"'How cool was Will Freeman'Too cool! At thirty-six, he's as hip as a teenager. He's single, child-free, goes to the right clubs and knows which trainers to wear. He's also found a great way to score with women: attend single parents' groups full of available (and grateful) mothers, all hoping to meet a Nice Guy.Which is how Will meets Marcus, the oldest twelve-year-old on
'How cool was Will Freeman'Too cool! At thirty-six, he's as hip as a teenager. He's single, child-free, goes to the right clubs and knows which trainers to wear. He's also found a great way to score with women: attend single parents' groups full of available (and grateful) mothers, all hoping to meet a Nice Guy.Which is how Will meets Marcus, the oldest twelve-year-old on the planet. Marcus is a bit strange: he listens to Joni Mitchell and Mozart, looks after his mum and has never owned a pair of trainers. But Marcus latches on to Will - and won't let go. Can Will teach Marcus how to grow up cool And can Marcus help Will just to grow up
...more",286.0,24807.0,51876.0,33618.0,5850.0,1172.0,https://images.gr-assets.com/books/1347049451l/2770004.jpg,-0.15822098823877,0.6
1171639.0,Adams Fall,2000,3.28,88.0,12.0,,,Sean Desmond,"With the fall of his senior year at the College upon him, the nameless protagonist of Adams Fall finds himself under the great strain of senior year with a thesis to write, a Marshall to apply for, and a girlfriend to elude. It is a full, but manageable plate for one of ""the country's best and brightest.""A resident of Adams house's reportedly haunted B-entry, he is familia
With the fall of his senior year at the College upon him, the nameless protagonist of Adams Fall finds himself under the great strain of senior year with a thesis to write, a Marshall to apply for, and a girlfriend to elude. It is a full, but manageable plate for one of ""the country's best and brightest.""A resident of Adams house's reportedly haunted B-entry, he is familiar with tales of phantom footsteps, vanished laundry, lurking shadows. But when he begins to find himself the object of the house's cruel attentions his world quickly begins to unravel. As the protagonist's grades slip, so slips his mind.Into his privileged ivy-league world enters a charming and vindictive playboy from the College's past who relishes reminding the protagonist of the circumstances surrounding the suicide of his first year roommate. When the protagonist is faced with the mutilated body of a woman he had been sneaking around with, he resolves to discover the identity of the ghost in order to put an end to its raging and to maintain his sanity.Adams Fall is an elegant blend of ghost story and psychological thriller, with a tip of its hat to Henry James.
...more",272.0,15.0,22.0,31.0,13.0,7.0,https://images.gr-assets.com/books/1311998318l/1171639.jpg,-1.96572408554436,0.426666666666667
56649.0,The Adventurers,1966,3.87,1313.0,51.0,,,Harold Robbins,"From the author of The New York Times #1 best-selling novel The Carpetbaggers comes a tale of violence, sex, betrayal, revenge and intrigue. The Adventurers is a story of revolution and danger in the sultry jungles of South America.As a young boy, Diogenes Alejandro Xenos (",712.0,389.0,486.0,340.0,80.0,18.0,https://images.gr-assets.com/books/1411687302l/56649.jpg,0.0850967363985221,0.623333333333333
41096625.0,The Adventures of Hajji Baba of Ispahan,1824,4.29,7.0,2.0,,,James Justinian Morier,"The Adventures of Hajji Baba of Ispahan by James Justinian Morier We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast
The Adventures of Hajji Baba of Ispahan by James Justinian Morier We are delighted to publish this classic book as part of our extensive Classic Library collection. Many of the books in our collection have been out of print for decades, and therefore have not been accessible to the general public. The aim of our publishing program is to facilitate rapid access to this vast reservoir of literature, and our view is that this is a significant literary work, which deserves to be brought back into print after many decades. The contents of the vast majority of titles in the Classic Library have been scanned from the original works. To ensure a high quality product, each title has been meticulously hand curated by our staff. Our philosophy has been guided by a desire to provide the reader with a book that is as close as possible to ownership of the original work. We hope that you will enjoy this wonderful classic work, and that for you it becomes an enriching experience.
...more",750.0,3.0,3.0,1.0,0.0,0.0,https://images.gr-assets.com/books/1534260697l/41096625.jpg,1.54500308422227,0.763333333333333
180617.0,Pinocchio,1883,3.86,62365.0,1826.0,,,Carlo Collodi,"A classic tale of mischance and mischief based on the original adventures.A naughty wooden puppet gets into trouble, disobeys his father, forgets his pomises, and skips through life looking for fun. Just like a ""real boy."" Until he learns that to become truly real, he must open his heart and think of others.",262.0,20809.0,19222.0,16426.0,4523.0,1385.0,https://images.gr-assets.com/books/1327938097l/180617.jpg,0.0503370614503368,0.62
3590.0,The Adventures of Sherlock Holmes,1891,4.31,210960.0,5685.0,Sherlock Holmes,3,Arthur Conan Doyle,A Scandal in Bohemia The Adventure of the Red-Headed League A Case of Identity The Bascombe Valley Mystery The Five Orange Pips The Man with the Twisted Lip The Adventure of the Blue Carbuncle The Adventure of the Speckled Band The Adventure of the Engineer's Thumb The Adventure of the Nobel Bachelor The Adventure of the Beryl Coronet The Adventure of the Copper Beeches,339.0,102176.0,76738.0,27574.0,3405.0,1067.0,https://images.gr-assets.com/books/1164045516l/3590.jpg,1.61452243411864,0.77
124918.0,Airport,1968,3.94,33868.0,449.0,,,Arthur Hailey,"As a raging blizzard wreaks havoc at Lincoln International Airport outside Chicago, airport and airline personnel try to cope with this unstoppable force of nature that is endangering thousands of lives. And in the air, a lone plane struggles to reach its destination. Over the course of seven pulse-pounding hours, a tense human drama plays out as a brilliant airport manage
As a raging blizzard wreaks havoc at Lincoln International Airport outside Chicago, airport and airline personnel try to cope with this unstoppable force of nature that is endangering thousands of lives. And in the air, a lone plane struggles to reach its destination. Over the course of seven pulse-pounding hours, a tense human drama plays out as a brilliant airport manager, an arrogant pilot, a tough maintenance man, and a beautiful stewardess strive to avert disaster.Featuring a diverse cast of vibrant characters, Airport is both a realistic depiction of the airline industry and a novel of nail-biting suspense.
...more",476.0,10799.0,12655.0,8394.0,1639.0,381.0,https://images.gr-assets.com/books/1309288724l/124918.jpg,0.328414461035813,0.646666666666667
7199539.0,All the Brothers Were Valiant,1919,3.5,30.0,3.0,,,Ben Ames Williams,"Ben Ames Williams (1889-1953) was an American writer who published over thirty novels. His writing traversed a wide range of genres and evinced considerable expertise in a number of divergent fields. He achieved his greatest popularity when three of his books, All the Brothers Were Valiant (1919), The Strange Woman (1945) and Leave Her to Heaven (1946) were adapted to film
Ben Ames Williams (1889-1953) was an American writer who published over thirty novels. His writing traversed a wide range of genres and evinced considerable expertise in a number of divergent fields. He achieved his greatest popularity when three of his books, All the Brothers Were Valiant (1919), The Strange Woman (1945) and Leave Her to Heaven (1946) were adapted to film. His other works include: Evered (1921), Black Pawl (1922), Thrifty Stock, and Other Stories (1923), Audacity (1924), The Silver Forest (1926), Immortal Longings (1927), Splendor (1927), The Dreadful Night (1928), Great Oaks (1930), Touchstone (1930), Honeyflow (1932), Money Musk (1932), The Strumpet Sea (1938), Come Spring (1940) and House Divided (1947).
...more",92.0,6.0,8.0,12.0,3.0,1.0,https://images.gr-assets.com/books/1347685869l/7199539.jpg,-1.2010112366843,0.5
613897.0,All the Way,2001,3.36,284.0,47.0,,,Andy Behrens,"The light at the end of nice boy Ian s boring summer is Danielle, someone he met online who might be really hot and who might have agreed to have sex with him. Ian is new to this sex thing and Danielle is nine hundred miles away, but Ian thinks Danielle mightbe the right girl, and if he can get himself and his two best friends, Lance and Felicia, into his aged Oldsmobile a
The light at the end of nice boy Ian s boring summer is Danielle, someone he met online who might be really hot and who might have agreed to have sex with him. Ian is new to this sex thing and Danielle is nine hundred miles away, but Ian thinks Danielle mightbe the right girl, and if he can get himself and his two best friends, Lance and Felicia, into his aged Oldsmobile and en route to Danielle in their last weekend before senior year starts, he just mightbe about to have sex! The road trip, then, becomes The Sex Drive, wherein Ian might motor his way to love, if he can figure out how nice boys finish first.Author Biography: Andy Behrens is a freelance writer living in Chicago. He has written for the Chicago Reader, Flak Magazine, and ESPN.com, as well as other publications.This is his first novel.
...more",224.0,50.0,78.0,93.0,51.0,12.0,https://images.gr-assets.com/books/1176332392l/613897.jpg,-1.68764668595889,0.453333333333333
