index,id,BookTitle,BookYear,Author,FilmTitle,FilmYear,full name,tmdb_id,id_goodreads,imdbid
1198,1733,The Lincoln Lawyer,2005,Michael Connelly,The Lincoln Lawyer,2011,The Lincoln Lawyer 2011,50348,79884,tt1189340
1199,1734,A Lion Is in the Streets,1945,Adria Locke Langley,A Lion Is in the Streets,1953,A Lion Is in the Streets 1953,109332,3199179,tt0046002
1200,1735,Little Dorrit,1855,Charles Dickens,Little Dorrit,1913,Little Dorrit 1913,396037,31250,tt0490624
1201,1740,The Lizard's Tail,1979,0,The Hand,1981,The Hand 1981,42149,148432,tt0082497
1202,1742,Eine Liebe in Deutschland,1978,Rolf Hochhuth,A Love in Germany,1983,A Love in Germany 1983,2285,6880324,tt0085843
1203,1744,The Light in the Forest,1953,Conrad Richter,The Light in the Forest,1958,The Light in the Forest 1958,64865,769000,tt0051864
1204,1747,The Light of Western Stars,1914,Zane Grey,The Light of Western Stars,1930,The Light of Western Stars 1930,148861,121264,tt0021070
1205,1748,The Light of Western Stars,1914,Zane Grey,The Light of Western Stars,1940,The Light of Western Stars 1940,78155,121264,tt0032706
1206,1750,Little Caesar,1929,W. R. Burnett,Little Caesar,1931,Little Caesar 1931,27899,876847,tt0021079
1207,1751,Little Caesar,1929,W. R. Burnett,Black Caesar,1973,Black Caesar 1973,22029,876847,tt0069792
1208,1753,The Little Drummer Girl,1983,John le Carré,The Little Drummer Girl,1984,The Little Drummer Girl 1984,32088,3368196,tt0087629
1209,1755,Live and Let Die,1954,Ian Fleming,Live and Let Die,1973,Live and Let Die 1973,253,3763,tt0070328
1210,1757,Live Flesh,1986,Ruth Rendell,Live Flesh,1997,Live Flesh 1997,267,1022778,tt0118819
1211,1758,Loaded,1995,Christos Tsiolkas,Head On,1998,Head On 1998,13817,1208928,tt0138487
1212,1759,Lobo,1900,Ernest Thompson Seton,The Legend of Lobo,1962,The Legend of Lobo 1962,64871,557406,tt0056173
1213,1760,Logan's Run,1967,William F. Nolan,Logan's Run,1976,Logan's Run 1976,10803,73654,tt0074812
1214,1762,Lolita,1955,Vladimir Nabokov,Lolita,1962,Lolita 1962,802,7604,tt0056193
1215,1763,Lolita,1955,Vladimir Nabokov,Lolita,1997,Lolita 1997,9769,7604,tt0119558
1216,1765,The Lone Star Ranger,1915,Zane Grey,The Lone Star Ranger,1923,The Lone Star Ranger 1923,550219,121271,tt0014209
1217,1766,The Lone Star Ranger,1915,Zane Grey,The Lone Star Ranger,1930,The Lone Star Ranger 1930,477157,121271,tt0021085
1218,1767,The Lone Star Ranger,1915,Zane Grey,Lone Star Ranger,1942,Lone Star Ranger 1942,446191,121271,tt0034994
1219,1768,The Long Goodbye,1953,Raymond Chandler,The Long Goodbye,1973,The Long Goodbye 1973,1847,2054,tt0070334
1220,1771,Lord Jim,1899,Joseph Conrad,Lord Jim,1965,Lord Jim 1965,11387,12194,tt0059399
1221,1778,The Lord of the Rings,1955,0,The Lord of the Rings: The Two Towers,2002,The Lord of the Rings: The Two Towers 2002,121,15241,tt0167261
1222,3044,The Two Towers,1954,J. R. R. Tolkien,The Lord of the Rings: The Two Towers,2002,The Lord of the Rings: The Two Towers 2002,121,15241,tt0167261
1223,1779,The Lord of the Rings,1955,0,The Lord of the Rings: The Return of the King,2003,The Lord of the Rings: The Return of the King 2003,122,18512,tt0167260
1224,2411,The Return of the King,1955,J. R. R. Tolkien,The Lord of the Rings: The Return of the King,2003,The Lord of the Rings: The Return of the King 2003,122,18512,tt0167260
1225,1780,The Lords of Discipline,1980,Pat Conroy,The Lords of Discipline,1983,The Lords of Discipline 1983,67530,1423658,tt0085867
1226,1781,Lost Horizon,1933,James Hilton,Lost Horizon,1937,Lost Horizon 1937,3598,973972,tt0029162
1227,1782,Lost Horizon,1933,James Hilton,Lost Horizon,1973,Lost Horizon 1973,97519,973972,tt0070337
1228,1783,The Lost Ones,1961,Donald G. Payne,The Island at the Top of the World,1974,The Island at the Top of the World 1974,42453,1719771,tt0071671
1229,1785,The Lost World,1912,Arthur Conan Doyle,The Lost World,1925,The Lost World 1925,2981,10155,tt0016039
1230,1786,The Lost World,1912,Arthur Conan Doyle,The Lost World,1960,The Lost World 1960,2982,10155,tt0054038
1231,1787,The Lost World,1912,Arthur Conan Doyle,The Lost World,1992,The Lost World 1992,2983,10155,tt0104759
1232,1788,The Lost World,1912,Arthur Conan Doyle,Return to the Lost World,1992,Return to the Lost World 1992,50808,10155,tt0105249
1233,1789,The Lost World,1912,Arthur Conan Doyle,The Lost World,1998,The Lost World 1998,2996,10155,tt0938313
1234,1789,The Lost World,1912,Arthur Conan Doyle,The Lost World,1998,The Lost World 1998,2997,10155,tt0138581
1235,1791,The Lost World,1912,Arthur Conan Doyle,The Lost World,2001,The Lost World 2001,3003,10155,tt0302739
1236,1792,The Lost World,1912,Arthur Conan Doyle,King of the Lost World,2005,King of the Lost World 2005,31394,10155,tt0478188
1237,1796,Lottie and Lisa,1949,Erich Kästner,Twice Upon a Time,1953,Twice Upon a Time 1953,210185,78548,tt0046472
1238,1797,Lottie and Lisa,1949,Erich Kästner,The Parent Trap,1961,The Parent Trap 1961,19186,78548,tt0055277
1239,1800,Lottie and Lisa,1949,Erich Kästner,Parent Trap: Hawaiian Honeymoon,1989,Parent Trap: Hawaiian Honeymoon 1989,92682,78548,tt0098065
1240,1802,Lottie and Lisa,1949,Erich Kästner,Letha Manasulu,1966,Letha Manasulu 1966,302198,78548,tt0234094
1241,1803,Lottie and Lisa,1949,Erich Kästner,Do Kaliyan,1968,Do Kaliyan 1968,307884,78548,tt0233587
1242,1809,Lottie and Lisa,1949,Erich Kästner,The Parent Trap,1998,The Parent Trap 1998,9820,78548,tt0120783
1243,1810,Lottie and Lisa,1949,Erich Kästner,Kuch Khatti Kuch Meethi,2001,Kuch Khatti Kuch Meethi 2001,165065,78548,tt0271604
1244,1812,The Loved One,1948,Evelyn Waugh,The Loved One,1965,The Loved One 1965,16303,30935,tt0059410
1245,1813,Love Story,1977,0,Love Story,1970,Love Story 1970,9062,17286391,tt0066011
1246,1814,Love Story,1977,0,Oliver's Story,1978,Oliver's Story 1978,163631,17286391,tt0078024
1247,2137,Oliver's Story,1977,Erich Segal,Oliver's Story,1978,Oliver's Story 1978,163631,99755,tt0078024
1248,1815,The Lovely Bones,2002,Alice Sebold,The Lovely Bones,2009,The Lovely Bones 2009,7980,77544,tt0380510
1249,1816,The Luck of Barry Lyndon,1844,William Makepeace Thackeray,Barry Lyndon,1975,Barry Lyndon 1975,3175,139888,tt0072684
1250,1817,The Lucky One,2008,Nicholas Sparks,The Lucky One,2012,The Lucky One 2012,77877,3063499,tt1327194
1251,1821,The Lusty Men,1948,0,The Lusty Men,1952,The Lusty Men 1952,43370,6946788,tt0044860
1252,1822,MacKenna's Gold,1963,Henry Wilson Allen,Mackenna's Gold,1969,Mackenna's Gold 1969,18118,394040,tt0064615
1253,1825,"The Magic Bed Knob; or, How to Become a Witch in Ten Easy Lessons",1945,0,Bedknobs and Broomsticks,1971,Bedknobs and Broomsticks 1971,12335,7912859,tt0066817
1254,1826,The Magician,1908,W. Somerset Maugham,The Magician,1926,The Magician 1926,29466,150555,tt0017103
1255,1827,Magnificent Obsession,1929,Lloyd C. Douglas,Magnificent Obsession,1935,Magnificent Obsession 1935,47920,545936,tt0026667
1256,1828,Magnificent Obsession,1929,Lloyd C. Douglas,Magnificent Obsession,1954,Magnificent Obsession 1954,13457,545936,tt0047203
1257,1829,Martin Eden,1909,Jack London,The Adventures of Martin Eden,1942,The Adventures of Martin Eden 1942,97577,929782,tt0034431
1258,1830,Maître du monde,1904,Jules Verne,Master of the World,1961,Master of the World 1961,72693,32838,tt0055152
1259,1832,Make Room! Make Room!,1966,Harry Harrison,Soylent Green,1973,Soylent Green 1973,12101,473850,tt0070723
1260,1833,The Maltese Falcon,1930,Dashiell Hammett,The Maltese Falcon,1931,The Maltese Falcon 1931,28257,29999,tt0022111
1261,1834,The Maltese Falcon,1930,Dashiell Hammett,Satan Met a Lady,1936,Satan Met a Lady 1936,28256,29999,tt0028219
1262,1835,The Maltese Falcon,1930,Dashiell Hammett,The Maltese Falcon,1941,The Maltese Falcon 1941,963,29999,tt0033870
1263,1836,The Maltese Falcon,1930,Dashiell Hammett,The Black Bird,1975,The Black Bird 1975,91554,29999,tt0072706
1264,1837,The Man Called Noon,1970,Louis L'Amour,The Man Called Noon,1973,The Man Called Noon 1973,134223,43416490,tt0068870
1265,1838,The Man in Black,1964,Marvin H. Albert,Rough Night in Jericho,1967,Rough Night in Jericho 1967,64963,13311191,tt0062218
1266,1839,The Man in the Gray Flannel Suit,1955,Sloan Wilson,The Man in the Gray Flannel Suit,1956,The Man in the Gray Flannel Suit 1956,28290,90886,tt0049474
1267,1840,Man on Fire,1980,A. J. Quinnell,Man on Fire,1987,Man on Fire 1987,49712,1744963,tt0093489
1268,1841,Man on Fire,1980,A. J. Quinnell,Man on Fire,2004,Man on Fire 2004,9509,1744963,tt0328107
1269,1842,The Man Who Fell to Earth,1963,Walter Travis,The Man Who Fell to Earth,1976,The Man Who Fell to Earth 1976,991,396329,tt0074851
1270,1843,The Man Who Fell to Earth,1963,Walter Travis,The Man Who Fell to Earth,1987,The Man Who Fell to Earth 1987,170499,396329,tt0093486
1271,1845,The Man Who Never Was,1954,Ewen Montagu,The Man Who Never Was,1956,The Man Who Never Was 1956,43791,370769,tt0049471
1272,1846,The Man Who Watched the Trains Go By,1938,Georges Simenon,The Man Who Watched Trains Go By,1952,The Man Who Watched Trains Go By 1952,37340,30164694,tt0046034
1273,1847,The Man with the Golden Gun,1965,Ian Fleming,The Man with the Golden Gun,1974,The Man with the Golden Gun 1974,682,177193,tt0071807
1274,1848,The Man Without a Face,1972,Isabelle Holland,The Man Without a Face,1993,The Man Without a Face 1993,10502,482842,tt0107501
1275,1849,Man Without a Star,1952,0,Man Without a Star,1955,Man Without a Star 1955,43319,19423337,tt0048340
1276,1850,The Manchurian Candidate,1959,Richard Condon,The Manchurian Candidate,1962,The Manchurian Candidate 1962,982,376514,tt0056218
1277,1851,The Manchurian Candidate,1959,Richard Condon,The Manchurian Candidate,2004,The Manchurian Candidate 2004,14462,376514,tt0368008
1278,1854,Marnie,1961,Winston Graham,Marnie,1964,Marnie 1964,506,7147962,tt0058329
1279,1855,Mary Poppins,1934,P. L. Travers,Mary Poppins,1964,Mary Poppins 1964,433,152380,tt0058331
1280,1857,Marathon Man,1974,William Goldman,Marathon Man,1976,Marathon Man 1976,10518,1111344,tt0074860
1281,1859,Matilda,1988,Roald Dahl,Matilda,1996,Matilda 1996,10830,39988,tt0117008
1282,1860,Maurice,1971,E. M. Forster,Maurice,1987,Maurice 1987,26371,1147028,tt0093512
1283,1863,The Mayor of Casterbridge,1886,Thomas Hardy,The Mayor of Casterbridge,2003,The Mayor of Casterbridge 2003,238792,56759,tt0283474
1284,1864,The Mayor of Casterbridge,1886,Thomas Hardy,The Claim,2000,The Claim 2000,44853,56759,tt0218378
1285,1868,The Medusa Touch,1973,Peter Van Greenaway,The Medusa Touch,1978,The Medusa Touch 1978,11623,11555859,tt0077921
1286,1870,The Mephisto Waltz,1969,Fred Mustard Stewart,The Mephisto Waltz,1971,The Mephisto Waltz 1971,40158,223691,tt0067419
1287,1871,Mercy Island,1941,Theodore Pratt,Mercy Island,1941,Mercy Island 1941,218304,31544721,tt0033906
1288,1874,Merton of the Movies,1919,Harry Leon Wilson,Merton of the Movies,1947,Merton of the Movies 1947,106822,3314204,tt0039619
1289,1875,Message in a Bottle,1998,Nicholas Sparks,Message in a Bottle,1999,Message in a Bottle 1999,10207,1509839,tt0139462
1290,1876,Miami Mayhem,1961,0,Tony Rome,1967,Tony Rome 1967,26204,7085479,tt0062380
1291,1877,Miami Mayhem,1961,0,Lady in Cement,1968,Lady in Cement 1968,42630,10876694,tt0063210
1292,1879,A Midnight Clear,1982,William Wharton,A Midnight Clear,1992,A Midnight Clear 1992,23908,720234,tt0102443
1293,1880,The Midwich Cuckoos,1957,John Wyndham,Village of the Damned,1960,Village of the Damned 1960,11773,161846,tt0054443
1294,1882,The Midwich Cuckoos,1957,John Wyndham,Village of the Damned,1995,Village of the Damned 1995,12122,161846,tt0114852
1295,1883,Mildred Pierce,1941,James M. Cain,Mildred Pierce,1945,Mildred Pierce 1945,3309,101205,tt0037913
1296,1884,Millennium,1983,John Varley,Millennium,1989,Millennium 1989,4296,1872345,tt0097883
1297,1886,Millennium,2007,0,The Girl with the Dragon Tattoo,2009,The Girl with the Dragon Tattoo 2009,15472,2429135,tt1132620
1298,1887,Millennium,2007,0,The Girl Who Played with Fire,2009,The Girl Who Played with Fire 2009,24253,5060378,tt1216487
1299,1889,Millennium,2007,0,The Girl with the Dragon Tattoo,2011,The Girl with the Dragon Tattoo 2011,65754,2429135,tt1568346
1300,1892,"Mine-Haha, or On the Bodily Education of Young Girls",1903,Frank Wedekind,Innocence,2004,Innocence 2004,33623,6545849,tt0375233
1301,1893,"Mine-Haha, or On the Bodily Education of Young Girls",1903,Frank Wedekind,The Fine Art of Love: Mine Ha-Ha,2005,The Fine Art of Love: Mine Ha-Ha 2005,61950,6545849,tt0425186
1302,1894,The Mirror Crack'd from Side to Side,1962,Agatha Christie,The Mirror Crack'd,1980,The Mirror Crack'd 1980,6028,16372,tt0081163
1303,1895,The Mirror Crack'd from Side to Side,1962,Agatha Christie,Subho Mahurat,2003,Subho Mahurat 2003,283904,16372,tt0368969
1304,1896,Les Misérables,1862,Victor Hugo,On the Barricade,1907,On the Barricade 1907,120041,24280,tt0317427
1305,1898,Les Misérables,1862,Victor Hugo,Les Misérables,1909,Les Misérables 1909,254107,24280,tt0000969
1306,1903,Les Misérables,1862,Victor Hugo,Les Misérables,1917,Les Misérables 1917,254243,24280,tt0008305
1307,1910,Les Misérables,1862,Victor Hugo,Les Misérables,1934,Les Misérables 1934,67532,24280,tt0025509
1308,1911,Les Misérables,1862,Victor Hugo,Les Misérables,1935,Les Misérables 1935,43893,24280,tt0026725
1309,1920,Les Misérables,1862,Victor Hugo,Ezhai Padum Padu,1950,Ezhai Padum Padu 1950,563383,24280,tt0260015
1310,1923,Les Misérables,1862,Victor Hugo,Kundan,1955,Kundan 1955,304267,24280,tt0048271
1311,1926,Les Misérables,1862,Victor Hugo,Les Misérables,1958,Les Misérables 1958,4412,24280,tt0050709
1312,1938,Les Misérables,1862,Victor Hugo,Les Misérables,1978,Les Misérables 1978,4479,24280,tt0077936
1313,1940,Les Misérables,1862,Victor Hugo,Les Misérables,1982,Les Misérables 1982,4416,24280,tt0084340
1314,1943,Les Misérables,1862,Victor Hugo,Les Misérables,1998,Les Misérables 1998,4415,24280,tt0119683
1315,1947,Les Misérables,1862,Victor Hugo,Les Misérables,2012,Les Misérables 2012,82695,24280,tt1707386
1316,1948,Misery,1987,Stephen King,Misery,1990,Misery 1990,1700,534679,tt0100157
1317,1949,Miss Lonelyhearts,1933,Nathanael West,Advice to the Lovelorn,1933,Advice to the Lovelorn 1933,61419,250041,tt0023741
1318,1950,Miss Lonelyhearts,1933,Nathanael West,Lonelyhearts,1958,Lonelyhearts 1958,95402,250041,tt0053017
1319,1951,Miss Lonelyhearts,1933,Nathanael West,Miss Lonelyhearts,1983,Miss Lonelyhearts 1983,388679,250041,tt0085944
1320,1952,Moby-Dick,1851,Herman Melville,The Sea Beast,1926,The Sea Beast 1926,177219,153747,tt0017354
1321,1953,Moby-Dick,1851,Herman Melville,Moby Dick,1956,Moby Dick 1956,10339,153747,tt0049513
1322,1956,Moby-Dick,1851,Herman Melville,Dot and the Whale,1986,Dot and the Whale 1986,276819,153747,tt0090961
1323,1962,Moby-Dick,1851,Herman Melville,Moby Dick,2011,Moby Dick 2011,75006,153747,tt1984208
1324,1962,Moby-Dick,1851,Herman Melville,Moby Dick,2011,Moby Dick 2011,585014,153747,
1325,1963,Moby-Dick,1851,Herman Melville,Age of the Dragons,2011,Age of the Dragons 2011,59883,153747,tt1594917
1326,1964,Moderato Cantabile,1958,Marguerite Duras,Seven Days... Seven Nights,1960,Seven Days... Seven Nights 1960,83662,4041231,tt0054091
1327,1965,The Molly Maguires,1969,0,The Molly Maguires,1970,The Molly Maguires 1970,42345,1211770,tt0066090
1328,1967,The Monster from Earth's End,1959,Murray Leinster,The Navy vs. the Night Monsters,1966,The Navy vs. the Night Monsters 1966,87120,873342,tt0060741
1329,1968,Montana Rides Again,1934,Max Brand,Branded,1950,Branded 1950,160783,4556335,tt0042279
1330,1969,The Moon and Sixpence,1919,W. Somerset Maugham,The Moon and Sixpence,1942,The Moon and Sixpence 1942,56146,44796,tt0035078
1331,1970,Moonraker,1955,Ian Fleming,Moonraker,1979,Moonraker 1979,698,3750,tt0079574
1332,1971,The Moon-Spinners,1962,Mary Stewart,The Moon-Spinners,1964,The Moon-Spinners 1964,42795,9595633,tt0058371
1333,1972,The Moonstone,1868,Wilkie Collins,The Moonstone,1934,The Moonstone 1934,182863,6138,tt0025515
1334,1974,The Moonstone,1868,Wilkie Collins,The Moonstone,1972,The Moonstone 1972,232016,6138,tt0068108
1335,1977,The Mortal Instruments,2007,Cassandra Clare,The Mortal Instruments: City of Bones,2013,The Mortal Instruments: City of Bones 2013,123553,256683,tt1538403
1336,1978,Le Morte d'Arthur,1485,Thomas Malory,Excalibur,1981,Excalibur 1981,11527,672875,tt0082348
1337,1979,The Mosquito Coast,1981,Paul Theroux,The Mosquito Coast,1986,The Mosquito Coast 1986,11120,130520,tt0091557
1338,1980,Mother Carey's Chickens,1911,Kate Douglas Wiggin,Mother Carey's Chickens,1938,Mother Carey's Chickens 1938,243565,19357,tt0030464
1339,1981,Mother Carey's Chickens,1911,Kate Douglas Wiggin,Summer Magic,1963,Summer Magic 1963,37204,19357,tt0057542
1340,1982,Mother Night,1961,Kurt Vonnegut,Mother Night,1996,Mother Night 1996,20318,9592,tt0117093
1341,1983,A Mother's Gift,2001,Britney Spears and Lynne Spears,Brave New Girl,2004,Brave New Girl 2004,34099,1071760,tt0403118
1342,1984,The Moving Target,1949,Ross Macdonald,Harper,1966,Harper 1966,26268,648640,tt0060490
1343,1985,Mr. Hobbs' Vacation,1954,Edward Streeter,Mr. Hobbs Takes a Vacation,1962,Mr. Hobbs Takes a Vacation 1962,41521,13504675,tt0056255
1344,1986,Mr. Limpet,1942,Theodore Pratt,The Incredible Mr. Limpet,1964,The Incredible Mr. Limpet 1964,19953,6934136,tt0058230
1345,1987,Mr. Winkle Goes to War,1943,Theodore Pratt,Mr. Winkle Goes to War,1944,Mr. Winkle Goes to War 1944,98579,16158713,tt0037095
1346,1988,Mrs. Frisby and the Rats of NIMH,1971,Robert C. O'Brien,The Secret of NIMH,1982,The Secret of NIMH 1982,11704,9822,tt0084649
1347,1990,Mrs McGinty's Dead,1952,Agatha Christie,Murder Most Foul,1964,Murder Most Foul 1964,757,121622,tt0058383
1348,1991,"Mud on the Stars' (1942), William Bradford Huie",0,0,Wild River,1960,Wild River 1960,82311,2480987,tt0054476
1349,1995,Murder in Amityville,1979,Hans Holzer,Amityville II: The Possession,1982,Amityville II: The Possession 1982,16235,2183315,tt0083550
1350,1996,Murder on the Orient Express,1934,Agatha Christie,Murder on the Orient Express,1974,Murder on the Orient Express 1974,4176,853510,tt0071877
1351,1997,Murder on the Orient Express,1934,Agatha Christie,Murder on the Orient Express,2001,Murder on the Orient Express 2001,6110,853510,tt0279250
1352,1998,Murphy’s Romance: A Novel,1980,Max Schott,Murphy's Romance,1985,Murphy's Romance 1985,34322,3943773,tt0089643
1353,1999,Mute Witness,1963,0,Bullitt,1968,Bullitt 1968,916,7039768,tt0062765
1354,2000,My Ántonia,1918,Willa Cather,My Antonia,1995,My Antonia 1995,249857,17150,tt0113892
1355,2001,My Philadelphia Father,1955,"Anthony Joseph Drexel Biddle, Sr.",The Happiest Millionaire,1967,The Happiest Millionaire 1967,25445,6362127,tt0061749
1356,2002,My Friend Flicka,1941,Mary O'Hara,My Friend Flicka,1943,My Friend Flicka 1943,18992,164542,tt0036182
1357,2004,My Friend Flicka,1941,Mary O'Hara,Green Grass of Wyoming,1948,Green Grass of Wyoming 1948,18985,164542,tt0040402
1358,2005,My Friend Flicka,1941,Mary O'Hara,Flicka,2006,Flicka 2006,14012,164542,tt0434215
1359,2006,My Friend Flicka,1941,Mary O'Hara,Flicka 2,2010,Flicka 2 2010,37932,164542,tt1381767
1360,2014,The Mysterious Island,1874,Jules Verne,"20,000 Leagues Under the Sea",1916,"20,000 Leagues Under the Sea 1916",30266,32831,tt0006333
1361,3105,Vingt mille lieues sous les mers,1870,Jules Verne,"20,000 Leagues Under the Sea",1916,"20,000 Leagues Under the Sea 1916",30266,33507,tt0006333
1362,2015,The Mysterious Island,1874,Jules Verne,The Mysterious Island,1929,The Mysterious Island 1929,95348,32831,tt0020198
1363,2016,The Mysterious Island,1874,Jules Verne,Mysterious Island,1941,Mysterious Island 1941,3590,32831,tt0034260
1364,2017,The Mysterious Island,1874,Jules Verne,Mysterious Island,1951,Mysterious Island 1951,291624,32831,tt0043831
1365,2018,The Mysterious Island,1874,Jules Verne,Mysterious Island,1961,Mysterious Island 1961,18993,32831,tt0055207
1366,2022,The Mysterious Island,1874,Jules Verne,Mysterious Island,2005,Mysterious Island 2005,524655,32831,tt0448965
1367,2023,The Mysterious Island,1874,Jules Verne,Journey 2: The Mysterious Island,2012,Journey 2: The Mysterious Island 2012,72545,32831,tt1397514
1368,3120,Vingt mille lieues sous les mers,1870,Jules Verne,Journey 2: The Mysterious Island,2012,Journey 2: The Mysterious Island 2012,72545,33507,tt1397514
1369,3135,Voyage au centre de la Terre,1864,Jules Verne,Journey 2: The Mysterious Island,2012,Journey 2: The Mysterious Island 2012,72545,32829,tt1397514
1370,2024,Mystic River,2001,Dennis Lehane,Mystic River,2003,Mystic River 2003,322,1245530,tt0327056
1371,2025,The Name of the Rose,1980,Umberto Eco,The Name of the Rose,1986,The Name of the Rose 1986,192,335009,tt0091605
1372,2026,The Naked and the Dead,1948,Norman Mailer,The Naked and the Dead,1958,The Naked and the Dead 1958,43142,12467,tt0051978
1373,2027,The Naked Country,1960,Morris West,The Naked Country,1985,The Naked Country 1985,257822,3616282,tt0087776
1374,2028,The Naked Face,1970,Sidney Sheldon,The Naked Face,1984,The Naked Face 1984,87151,616265,tt0087777
1375,2029,Naked Lunch,1959,William S. Burroughs,Naked Lunch,1991,Naked Lunch 1991,2742,3925199,tt0102511
1376,2030,The Nanny,1987,Dan Greenburg,The Guardian,1990,The Guardian 1990,32043,3069484,tt0099710
1377,2031,The Nanny Diaries,2002,Emma McLaughlin,The Nanny Diaries,2007,The Nanny Diaries 2007,12435,228333,tt0489237
1378,2032,The Natural,1952,Bernard Malamud,The Natural,1984,The Natural 1984,11393,685,tt0087781
1379,2033,National Velvet,1935,Enid Bagnold,National Velvet,1944,National Velvet 1944,17641,225774,tt0037120
1380,2034,National Velvet,1935,Enid Bagnold,International Velvet,1978,International Velvet 1978,42207,225774,tt0077743
1381,2037,Nevada,1928,Zane Grey,Nevada,1927,Nevada 1927,110655,121208,tt0018199
1382,2038,Nevada,1928,Zane Grey,Nevada,1935,Nevada 1935,113228,121208,tt0028026
1383,2039,Nevada,1928,Zane Grey,Nevada,1944,Nevada 1944,281611,121208,tt0037124
1384,2040,Never Cry Wolf,1963,Farley Mowat,Never Cry Wolf,1983,Never Cry Wolf 1983,14280,72659,tt0086005
1385,2041,The Neverending Story,1979,Michael Ende,The NeverEnding Story,1984,The NeverEnding Story 1984,34584,96290,tt0088323
1386,2042,The Neverending Story,1979,Michael Ende,The NeverEnding Story II: The Next Chapter,1990,The NeverEnding Story II: The Next Chapter 1990,34636,96290,tt0100240
1387,2043,The Neverending Story,1979,Michael Ende,The NeverEnding Story III,1994,The NeverEnding Story III 1994,27793,96290,tt0110647
1388,2052,Nicholas Nickleby,1838,Charles Dickens,The Life and Adventures of Nicholas Nickleby,2001,The Life and Adventures of Nicholas Nickleby 2001,281725,325085,tt0253312
1389,2054,The Nick Adams Stories,1972,Ernest Hemingway,Hemingway's Adventures of a Young Man,1962,Hemingway's Adventures of a Young Man 1962,111683,225297,tt0056063
1390,2055,Night and the City,1938,Gerald Kersh,Night and the City,1950,Night and the City 1950,19119,3938265,tt0042788
1391,2056,Night and the City,1938,Gerald Kersh,Night and the City,1992,Night and the City 1992,36288,3938265,tt0105001
1392,2057,Night Has a Thousand Eyes,1945,Cornell Woolrich,Night Has a Thousand Eyes,1948,Night Has a Thousand Eyes 1948,26387,45337,tt0040643
1393,2058,The Night of the Generals,1963,Hans Hellmut Kirst,The Night of the Generals,1967,The Night of the Generals 1967,42700,133008,tt0062038
1394,2059,The Night of the Hunter,1953,Davis Grubb,The Night of the Hunter,1955,The Night of the Hunter 1955,3112,352582,tt0048424
1395,2060,The Night of the Iguana,1967,0,The Night of the Iguana,1964,The Night of the Iguana 1964,14703,629931,tt0058404
1396,2061,Night Shift,1942,Maritta Wolff,The Man I Love,1947,The Man I Love 1947,26663,961606,tt0038721
1397,2064,Nightmare,0,Cornell Woolrich,Fear in the Night,1947,Fear in the Night 1947,35401,35852830,tt0039372
1398,2065,Nightmare,0,Cornell Woolrich,Nightmare,1956,Nightmare 1956,35418,35852830,
1399,2066,Nightmare Alley,1946,William Lindsay Gresham,Nightmare Alley,1947,Nightmare Alley 1947,19169,7140096,tt0039661
1400,2067,Nights in Rodanthe,2002,Nicholas Sparks,Nights in Rodanthe,2008,Nights in Rodanthe 2008,14326,232360,tt0956038
1401,2068,Nightwing,1977,Martin Cruz Smith,Nightwing,1979,Nightwing 1979,65603,151351,tt0079631
1402,2071,Nine and a Half Weeks: A Memoir of a Love Affair,1978,Elizabeth McNeill,The First 9½ Weeks,1998,The First 9½ Weeks 1998,74023,381818,tt0164026
1403,2073,Nineteen Eighty-Four,1949,George Orwell,Nineteen Eighty-Four,1954,Nineteen Eighty-Four 1954,78852,6277598,tt0174444
1404,2074,Nineteen Eighty-Four,1949,George Orwell,1984,1956,1984 1956,1984,6277598,tt0048918
1405,2075,Nineteen Eighty-Four,1949,George Orwell,Nineteen Eighty-Four,1984,Nineteen Eighty-Four 1984,9314,6277598,tt0087803
1406,2076,The Ninth Configuration,1978,William Peter Blatty,The Ninth Configuration,1980,The Ninth Configuration 1980,18910,1301173,tt0081237
1407,2077,No Country for Old Men,2005,Cormac McCarthy,No Country for Old Men,2007,No Country for Old Men 2007,6977,662798,tt0477348
1408,2078,No Down Payment,1957,0,No Down Payment,1957,No Down Payment 1957,110671,7319919,tt0050771
1409,2079,No Orchids for Miss Blandish,1939,James Hadley Chase,No Orchids for Miss Blandish,1948,No Orchids for Miss Blandish 1948,35986,521118,tt0040647
1410,2080,No Orchids for Miss Blandish,1939,James Hadley Chase,The Grissom Gang,1971,The Grissom Gang 1971,79645,521118,tt0067162
1411,2083,No se lo Digas a Nadie,1994,Jaime Bayly,Don't Tell Anyone,1998,Don't Tell Anyone 1998,53117,83087,tt0166287
1412,2087,Northern Lights,1995,Philip Pullman,The Golden Compass,2007,The Golden Compass 2007,2268,922151,tt0385752
1413,2088,Northwest Passage,1937,Kenneth Roberts,Northwest Passage,1940,Northwest Passage 1940,43805,103171,tt0032851
1414,2090,The Notebook,1996,Nicholas Sparks,The Notebook,2004,The Notebook 2004,11036,336903,tt0332280
1415,2091,Nothing Lasts Forever,1979,Roderick Thorp,Die Hard,1988,Die Hard 1988,562,17372264,tt0095016
1416,2092,Nurse Matilda,1964,Christianna Brand,Nanny McPhee,2005,Nanny McPhee 2005,11283,39987,tt0396752
1417,2093,Nurse Matilda,1964,Christianna Brand,Nanny McPhee and the Big Bang,2010,Nanny McPhee and the Big Bang 2010,35019,39987,tt1415283
