book_id,genre,possible_filter
2183315,Crime,1
2183315,True Crime,0
2183315,Nonfiction,0
2183315,Fantasy,1
2183315,Paranormal,1
2183315,Holiday,0
1627737,Fiction,0
1220489,Science Fiction,1
1220489,Fiction,0
4743823,Fiction,0
15769,Fiction,0
15769,Thriller,1
15769,Mystery,1
15769,Suspense,0
15769,Spy Thriller,0
138959,Childrens,1
138959,Classics,1
138959,Fiction,0
138959,Fantasy,1
42956,Fiction,0
42956,Historical,1
42956,Cultural,1
42956,Japan,0
42956,Romance,1
42956,Asia,0
947100,Adventure,1
177194,Fiction,0
177194,Thriller,1
177194,Spy Thriller,0
177194,Adventure,1
150555,Classics,1
150555,Fiction,0
150555,Horror,1
150555,Gothic,0
150555,Fantasy,1
150555,Literature,1
32504,Mystery,1
32504,Crime,1
32504,Fiction,0
32504,Thriller,1
32504,Detective,0
32504,Suspense,0
32504,Adult,0
13516272,Fiction,0
13516272,European Literature,1
13516272,Italian Literature,0
13516272,Cultural,1
13516272,Italy,0
2399928,Historical,1
2399928,Fiction,0
2399928,Gothic,0
3698,Fiction,0
3698,Classics,1
3698,Historical,1
3698,War,1
3698,Literature,1
2429135,Fiction,0
2429135,Mystery,1
2429135,Thriller,1
2429135,Crime,1
324987,Fiction,0
324987,Literature,1
324987,American,1
528499,Fiction,0
528499,Mystery,1
528499,Humor,1
528499,Crime,1
1860476,Westerns,1
1860476,Fiction,0
1696081,Young Adult,1
1696081,Fiction,0
1696081,Childrens,1
30164694,Fiction,0
30164694,Mystery,1
30164694,Crime,1
30164694,Cultural,1
30164694,France,0
45338,Mystery,1
45338,Noir,1
45338,Fiction,0
45338,Crime,1
45338,Thriller,1
578644,Fiction,0
1835865,Historical,1
1835865,Fiction,0
1835865,War,1
1835865,World War II,0
6400090,Romance,1
6400090,Fiction,0
6400090,Young Adult,1
6400090,Contemporary,1
6400090,Womens Fiction,1
1071760,Young Adult,1
1071760,Fiction,0
1071760,Womens Fiction,1
1071760,Music,0
973972,Fiction,0
973972,Classics,1
973972,Fantasy,1
973972,Adventure,1
973972,Literature,1
616265,Fiction,0
616265,Thriller,1
616265,Mystery,1
616265,Suspense,0
616265,Crime,1
18512,Fantasy,1
18512,Fiction,0
18512,Classics,1
18512,Adventure,1
87957,Fiction,0
87957,Holiday,0
87957,Christmas,0
87957,Humor,1
702539,Fiction,0
702539,Mystery,1
702539,Crime,1
702539,Thriller,1
1233222,Horror,1
1233222,Thriller,1
1233222,Fiction,0
1233222,Religion,0
99894,Fiction,0
99894,Thriller,1
99894,Horror,1
99894,Science Fiction,1
99894,Mystery,1
99894,Historical,1
153530,Fiction,0
153530,Classics,1
153530,Humor,1
153530,Cultural,1
153530,France,0
153530,Literature,1
332613,Classics,1
332613,Fiction,0
332613,Literature,1
332613,Psychology,0
1123529,Westerns,1
1123529,Fiction,0
1123529,Historical,1
941104,Mystery,1
941104,Crime,1
941104,Fiction,0
941104,Noir,1
941104,Thriller,1
3176295,Lgbt,0
10155,Classics,1
10155,Science Fiction,1
10155,Fiction,0
10155,Adventure,1
10155,Fantasy,1
325128,Classics,1
325128,Fiction,0
325128,Adventure,1
325128,Historical,1
5907,Fantasy,1
5907,Classics,1
5907,Fiction,0
5907,Adventure,1
43049,Classics,1
43049,Fiction,0
43049,Adventure,1
43049,Literature,1
77270,Classics,1
77270,Fiction,0
77270,Childrens,1
77270,Fantasy,1
3764,Fiction,0
3764,Thriller,1
3764,Spy Thriller,0
3764,Mystery,1
3764,Adventure,1
720234,Fiction,0
720234,Historical,1
720234,War,1
720234,World War II,0
450110,Young Adult,1
450110,Fiction,0
450110,Sports,0
177193,Fiction,0
177193,Thriller,1
177193,Spy Thriller,0
177193,Adventure,1
331319,Classics,1
331319,Fiction,0
331319,Literature,1
1412441,Fiction,0
1412441,Classics,1
1412441,Retellings,0
120765,Fiction,0
120765,Historical,1
120765,Classics,1
120765,American,1
120765,Southern,0
1227993,Fiction,0
1227993,Mystery,1
1227993,Crime,1
1227993,Thriller,1
267418,Fiction,0
267418,Historical,1
180617,Classics,1
180617,Fantasy,1
180617,Fiction,0
180617,Childrens,1
180617,European Literature,1
180617,Italian Literature,0
180617,Adventure,1
180617,Fairy Tales,0
180617,Cultural,1
180617,Italy,0
180617,Literature,1
180617,19th Century,0
1038590,Science Fiction,1
1038590,Fiction,0
1038590,Fantasy,1
1038590,Speculative Fiction,0
2020399,Fantasy,1
2020399,Childrens,1
2020399,Fiction,0
54479,Classics,1
54479,Fiction,0
54479,Adventure,1
54479,Science Fiction,1
148841,Fiction,0
148841,Historical,1
148841,War,1
148841,Mystery,1
148841,Thriller,1
148841,World War II,0
148841,Suspense,0
662798,Fiction,0
662798,Thriller,1
662798,Mystery,1
662798,Crime,1
662798,Westerns,1
662798,Literature,1
662798,Contemporary,1
662798,American,1
662798,Classics,1
420282,Childrens,1
420282,Picture Books,0
420282,Holiday,0
420282,Christmas,0
1002728,Fiction,0
7062599,Horror,1
7062599,Fiction,0
7062599,Fantasy,1
7062599,Shapeshifters,0
7062599,Werewolves,0
672988,Fiction,0
672988,Science Fiction,1
672988,Thriller,1
672988,Adventure,1
1646954,Fiction,0
1646954,Adventure,1
5359,Fiction,0
5359,Mystery,1
5359,Thriller,1
5359,Crime,1
5359,Suspense,0
2414025,Fiction,0
2414025,Thriller,1
2414025,Adventure,1
2414025,Spy Thriller,0
2414025,War,1
2414025,Military Fiction,0
3069484,Fiction,0
3069484,Thriller,1
8921,Classics,1
8921,Mystery,1
8921,Fiction,0
8921,Crime,1
1852,Classics,1
1852,Fiction,0
1852,Adventure,1
1852,Young Adult,1
1852,Animals,1
1852,Historical,1
1852,Literature,1
1852,Academic,0
1852,Childrens,1
242514,Young Adult,1
242514,Fiction,0
121198,Westerns,1
121198,Fiction,0
121198,Historical,1
121198,Classics,1
121198,Romance,1
131359,Mystery,1
131359,Fiction,0
131359,Crime,1
131359,Classics,1
243381,Fiction,0
243381,European Literature,1
243381,German Literature,0
243381,Classics,1
243381,Cultural,1
243381,Germany,0
6916657,Mystery,1
6916657,Crime,1
168668,Classics,1
168668,Fiction,0
168668,War,1
168668,Historical,1
168668,Humor,1
1147119,Fiction,0
1147119,Historical,1
1147119,Classics,1
1147119,Romance,1
135839,Fiction,0
135839,Contemporary,1
135839,Classics,1
11566,Horror,1
11566,Fiction,0
11566,Fantasy,1
11566,Thriller,1
985052,Fiction,0
985052,Mystery,1
985052,Crime,1
985052,Thriller,1
398197,Fiction,0
398197,Classics,1
398197,Literature,1
398197,European Literature,1
398197,British Literature,0
1953,Classics,1
1953,Fiction,0
1953,Historical,1
1953,Literature,1
441240,Horror,1
441240,Fiction,0
441240,Science Fiction,1
4934,Classics,1
4934,Fiction,0
4934,Cultural,1
4934,Russia,0
4934,Literature,1
4934,Russian Literature,0
387937,Fiction,0
387937,Humor,1
387937,Comedy,0
387937,Medical,0
387937,European Literature,1
387937,British Literature,0
536285,Young Adult,1
536285,Fantasy,1
536285,Science Fiction,1
536285,Dystopia,0
536285,Fiction,0
24780,Fantasy,1
24780,Young Adult,1
24780,Fiction,0
24780,Childrens,1
15818477,Science Fiction,1
2325777,Fiction,0
2325777,Thriller,1
2325777,Science Fiction,1
2325777,War,1
2325777,Classics,1
2325777,Suspense,0
2325777,Historical,1
2325777,Military Fiction,0
2325777,Apocalyptic,0
2325777,Politics,0
37941573,Fiction,0
37941573,Drama,0
27055,Fiction,0
27055,Mystery,1
27055,Sports,0
27055,Baseball,0
27055,Suspense,0
27055,Crime,1
27055,Thriller,1
42933,Historical,1
42933,Fiction,0
42933,Cultural,1
42933,China,0
42933,Adventure,1
85216,Fiction,0
85216,Mystery,1
85216,Crime,1
1171639,Horror,1
1743991,Historical,1
1743991,Fiction,0
1743991,War,1
1743991,Cultural,1
1743991,France,0
1743991,World War II,0
247060,Mystery,1
247060,Fiction,0
247060,Crime,1
247060,Noir,1
247060,Detective,0
2857588,Science Fiction,1
2857588,Time Travel,0
2857588,Fiction,0
2857588,Romance,1
2857588,Adventure,1
2857588,Historical,1
624988,Fiction,0
624988,Sports,0
148432,Fiction,0
148432,Literature,1
148432,Cultural,1
148432,Latin American,0
15677,Fiction,0
15677,Mystery,1
15677,Classics,1
15677,Crime,1
15677,Thriller,1
15677,Noir,1
25309336,Westerns,1
25309336,Fiction,0
25309336,Historical,1
25309336,Adventure,1
25309336,Military History,0
25309336,Civil War,0
1883224,Classics,1
1883224,Fiction,0
1883224,Young Adult,1
1883224,Childrens,1
3228325,Mystery,1
3228325,Noir,1
3228325,Crime,1
5194,Fiction,0
5194,Historical,1
5194,European Literature,1
5194,German Literature,0
5194,World War II,0
5194,Holocaust,0
75745,Academic,0
75745,Science Fiction,1
75745,European Literature,1
75745,German Literature,0
75745,Young Adult,1
75745,Dystopia,0
3038497,Cultural,1
3038497,Russia,0
3038497,Childrens,1
3038497,Fiction,0
3038497,Classics,1
3038497,Literature,1
3038497,Russian Literature,0
3038497,Fantasy,1
3038497,Adventure,1
3038497,Fairy Tales,0
3038497,Middle Grade,0
1111344,Fiction,0
1111344,Thriller,1
1111344,Mystery,1
121226,Westerns,1
121226,Historical,1
121226,Literature,1
1201301,Horror,1
1201301,Fiction,0
1201301,Fantasy,1
1201301,Supernatural,0
1201301,Mystery,1
1296,Fiction,0
1296,Fantasy,1
1296,Historical,1
207035,Fiction,0
207035,Romance,1
207035,Fantasy,1
207035,Science Fiction,1
207035,Time Travel,0
3148286,Classics,1
3148286,Fiction,0
3148286,Cultural,1
3148286,Russia,0
3148286,Romance,1
28676,Fiction,0
28676,Horror,1
28676,Classics,1
28676,Thriller,1
28676,Mystery,1
28676,Crime,1
9784,Classics,1
9784,Fiction,0
9784,Literature,1
3763,Fiction,0
3763,Thriller,1
3763,Spy Thriller,0
3763,Mystery,1
3763,Adventure,1
41096625,Fiction,0
41096625,Classics,1
2932,Classics,1
2932,Fiction,0
2932,Adventure,1
2932,Literature,1
24178,Classics,1
24178,Childrens,1
24178,Fiction,0
95558,Science Fiction,1
95558,Fiction,0
95558,Classics,1
422728,Classics,1
422728,Fiction,0
422728,European Literature,1
422728,Finnish Literature,0
422728,War,1
422728,Historical,1
180936,Fiction,0
180936,Classics,1
180936,Literature,1
180936,American,1
6255949,Science Fiction,1
6255949,Fiction,0
6255949,Time Travel,0
6255949,War,1
6255949,Sequential Art,0
6255949,Manga,0
33549,Science Fiction,1
33549,Horror,1
33549,Fiction,0
33549,Fantasy,1
33549,Classics,1
7126,Classics,1
7126,Fiction,0
7126,Historical,1
7126,Adventure,1
7126,Literature,1
7126,Cultural,1
7126,France,0
7126,Classic Literature,0
7126,Romance,1
1872345,Science Fiction,1
1872345,Time Travel,0
1872345,Fiction,0
1872345,Speculative Fiction,0
1872345,Apocalyptic,0
1872345,Dystopia,0
1872345,Adventure,1
1872345,Suspense,0
288962,Fiction,0
288962,Mystery,1
288962,Crime,1
288962,Thriller,1
1241322,Fiction,0
1241322,Thriller,1
1241322,Horror,1
1241322,Adventure,1
1241322,Mystery,1
27523,Fiction,0
27523,Christian,0
27523,Religion,0
27523,Fantasy,1
603834,Fiction,0
333766,Fiction,0
333766,Young Adult,1
333766,Adventure,1
333766,Historical,1
333766,Childrens,1
333766,Academic,0
333766,Classics,1
333766,Realistic Fiction,0
333766,Middle Grade,0
92508,Fiction,0
92508,Classics,1
92508,Historical,1
92508,Literature,1
1684752,Fiction,0
1684752,Classics,1
1684752,Thriller,1
1684752,Mystery,1
1684752,Crime,1
1684752,Literature,1
1684752,American,1
304,Classics,1
304,Fiction,0
304,Literature,1
304,19th Century,0
304,Historical,1
304,Victorian,0
257845,Fiction,0
257845,Westerns,1
257845,Historical,1
257845,Classics,1
257845,Adventure,1
1054596,Westerns,1
1054596,Fiction,0
1054596,Historical,1
1131222,Fiction,0
1131222,Mystery,1
1131222,Crime,1
1131222,Thriller,1
1131222,European Literature,1
1131222,British Literature,0
428263,Young Adult,1
428263,Fantasy,1
428263,Romance,1
428263,Paranormal,1
428263,Vampires,0
428263,Fiction,0
9881733,Science Fiction,1
4420762,Romance,1
4420762,Fiction,0
1301173,Horror,1
1301173,Fiction,0
1301173,Thriller,1
1301173,Suspense,0
13330372,Fiction,0
13330372,Music,0
13330372,Literature,1
13330372,20th Century,0
13330372,Classics,1
387348,Fiction,0
387348,Classics,1
387348,Historical,1
1058572,Fiction,0
1058572,Romance,1
1058572,Young Adult,1
1013325,Fantasy,1
1013325,Childrens,1
1013325,Literature,1
1013325,American,1
1013325,Classics,1
1129657,Westerns,1
1129657,Fiction,0
69628,Mystery,1
69628,Fiction,0
69628,Detective,0
69628,Crime,1
749473,Fiction,0
749473,Historical,1
749473,Literature,1
14337,Christian,0
14337,Fiction,0
14337,Religion,0
14337,Christianity,0
14337,Inspirational,0
34744357,Mystery,1
34744357,Crime,1
34744357,Noir,1
34744357,Fiction,0
56649,Fiction,0
56649,Thriller,1
56649,Romance,1
36402034,Science Fiction,1
36402034,Fiction,0
36402034,Classics,1
36402034,Dystopia,0
248760,Horror,1
248760,Fiction,0
248760,Thriller,1
248760,Fantasy,1
248760,Media Tie In,0
248760,Movies,0
248760,Mystery,1
815854,Historical,1
815854,Fiction,0
815854,Cultural,1
815854,China,0
815854,War,1
815854,Classics,1
815854,Military Fiction,0
3722073,Fiction,0
100237,Classics,1
100237,Fiction,0
100237,Cultural,1
100237,China,0
100237,Fantasy,1
100237,Mythology,0
444304,Fantasy,1
444304,Childrens,1
444304,Middle Grade,0
444304,Fiction,0
444304,Young Adult,1
9717,Fiction,0
9717,Classics,1
9717,Philosophy,0
9717,Literature,1
9717,European Literature,1
4339930,Mystery,1
4339930,Fiction,0
4339930,Thriller,1
4339930,Crime,1
543300,Horror,1
543300,Classics,1
543300,Fiction,0
543300,Fantasy,1
543300,Gothic,0
12194,Classics,1
12194,Fiction,0
12194,Literature,1
12194,Adventure,1
1005680,Mystery,1
1005680,Childrens,1
1005680,Fiction,0
1005680,Animals,1
1005680,Classics,1
1005680,Fantasy,1
1005680,Middle Grade,0
1005680,Adventure,1
1005680,Juvenile,0
1005680,Historical,1
598662,Fiction,0
598662,Historical,1
598662,Contemporary,1
29543,Fiction,0
29543,Science Fiction,1
29543,Fantasy,1
18839,Classics,1
18839,Fiction,0
18839,Fantasy,1
18839,Historical,1
18839,Lgbt,0
22034,Fiction,0
22034,Classics,1
22034,Mystery,1
22034,Crime,1
22034,Thriller,1
22034,Historical,1
903730,Humor,1
903730,Fiction,0
1542991,Classics,1
1542991,Fiction,0
1542991,Cultural,1
1542991,European Literature,1
1964904,Fiction,0
1964904,European Literature,1
1964904,Dutch Literature,0
1964904,Historical,1
1964904,Classics,1
1964904,Literature,1
1025049,Fiction,0
1025049,Mystery,1
861099,Fiction,0
861099,Thriller,1
861099,War,1
861099,Military Fiction,0
861099,Adventure,1
861099,Action,0
861099,Mystery,1
861099,Crime,1
861099,Historical,1
861099,Media Tie In,0
861099,Movies,0
861099,European Literature,1
861099,British Literature,0
121264,Westerns,1
121264,Fiction,0
121264,Classics,1
121264,Historical,1
2854141,Fiction,0
2854141,Thriller,1
2854141,Feminism,0
2854141,Mystery,1
2854141,Crime,1
2854141,Contemporary,1
2854141,European Literature,1
2854141,British Literature,0
674989,Mystery,1
674989,Crime,1
674989,Fiction,0
674989,Noir,1
1024750,Mystery,1
1024750,Fiction,0
1024750,Crime,1
1024750,War,1
1024750,World War II,0
1024750,Thriller,1
234225,Science Fiction,1
234225,Fiction,0
234225,Fantasy,1
234225,Classics,1
234225,Adventure,1
234225,Speculative Fiction,0
124918,Fiction,0
124918,Thriller,1
124918,Suspense,0
124918,Adventure,1
629845,Fiction,0
629845,Horror,1
629845,Gothic,0
629845,Thriller,1
629845,Mystery,1
10315853,Fiction,0
10315853,Westerns,1
10315853,Romance,1
12995,Fiction,0
12995,Classics,1
12995,Literature,1
4011730,Fiction,0
4011730,Science Fiction,1
4011730,Dystopia,0
4011730,Horror,1
4011730,Young Adult,1
4011730,Thriller,1
15767159,Cultural,1
15767159,Italy,0
77544,Fiction,0
77544,Mystery,1
77544,Young Adult,1
77544,Contemporary,1
77544,Fantasy,1
77544,Crime,1
77544,Adult,0
77544,Adult Fiction,0
77544,Drama,0
6041861,Historical,1
6041861,War,1
6041861,Military Fiction,0
1784015,Aviation,0
1784015,Fiction,0
1784015,Historical,1
37435,Fiction,0
37435,Historical,1
37435,Young Adult,1
37435,Adult Fiction,0
765811,Fiction,0
765811,Short Stories,0
765811,Cultural,1
765811,African American,0
765811,Classics,1
765811,Historical,1
765811,Contemporary,1
53673,History,0
53673,Nonfiction,0
53673,Religion,0
53673,Classics,1
156427,Horror,1
156427,Classics,1
156427,Fiction,0
156427,Thriller,1
156427,Mystery,1
156427,Crime,1
2008756,Fiction,0
2008756,Historical,1
2008756,Classics,1
2008756,Literature,1
1755883,Fiction,0
1755883,Historical,1
1755883,Classics,1
1589604,Horror,1
1589604,Fiction,0
1589604,Paranormal,1
1589604,Vampires,0
1589604,Fantasy,1
139888,Classics,1
139888,Fiction,0
139888,Historical,1
139888,European Literature,1
139888,British Literature,0
139888,Literature,1
139888,19th Century,0
6062175,Fiction,0
6062175,Fantasy,1
6062175,Romance,1
6062175,Horror,1
6062175,Science Fiction,1
31548,Classics,1
31548,Fiction,0
31548,Literature,1
152052,Fiction,0
152052,Mystery,1
152052,Noir,1
152052,Classics,1
152052,Crime,1
303428,Fiction,0
303428,Adventure,1
303428,Thriller,1
303428,Historical,1
303428,Action,0
548158,Young Adult,1
548158,Fiction,0
548158,Childrens,1
548158,Juvenile,0
548158,Adult,0
438072,Fiction,0
438072,Thriller,1
438072,Spy Thriller,0
438072,Mystery,1
438072,Cultural,1
438072,Germany,0
438072,Suspense,0
438072,Historical,1
275759,Fiction,0
275759,Thriller,1
275759,Spy Thriller,0
275759,Mystery,1
275759,Suspense,0
275759,Adventure,1
275759,Action,0
2770004,Fiction,0
2770004,Contemporary,1
2770004,Humor,1
333715,Horror,1
333715,Fantasy,1
333715,Paranormal,1
333715,Vampires,0
333715,Fiction,0
123543,Fiction,0
123543,Thriller,1
123543,Mystery,1
123543,Spy Thriller,0
52663,Fiction,0
52663,Classics,1
52663,American,1
52663,Southern,0
52663,Young Adult,1
52663,Coming Of Age,0
128518,Classics,1
128518,Fiction,0
128518,Short Stories,0
128518,Childrens,1
128518,Fantasy,1
128518,Animals,1
128518,Adventure,1
128518,Cultural,1
128518,India,0
128518,Literature,1
50051,Fiction,0
50051,Classics,1
50051,Young Adult,1
50051,Coming Of Age,0
50051,Literature,1
50051,Westerns,1
14334,Christian,0
14334,Fiction,0
14334,Religion,0
14334,Inspirational,0
14334,Christianity,0
122211,Fiction,0
122211,Cultural,1
122211,African American,0
122211,Romance,1
50976,Fiction,0
50976,Cultural,1
50976,Africa,0
1570937,Fiction,0
1122715,Horror,1
1122715,Fiction,0
1122715,Science Fiction,1
1122715,Classics,1
1122715,Thriller,1
1122715,Mystery,1
1656001,Young Adult,1
1656001,Science Fiction,1
1656001,Fantasy,1
1656001,Romance,1
1656001,Fiction,0
12658,Historical,1
12658,Fiction,0
12658,Classics,1
26874180,Sequential Art,0
26874180,Manga,0
26874180,Fiction,0
26874180,Science Fiction,1
26874180,Cultural,1
26874180,Japan,0
26874180,Fantasy,1
26874180,Time Travel,0
26874180,Young Adult,1
20178265,Historical,1
20178265,Christianity,0
20178265,Religion,0
20178265,Fiction,0
1284085,Historical,1
1284085,Classics,1
1284085,Fiction,0
1284085,Cultural,1
1284085,Asia,0
1284085,Adult,0
1284085,Literature,1
1284085,Asian Literature,0
1284085,Romance,1
895163,Fiction,0
895163,Classics,1
1191620,Science Fiction,1
1191620,Fiction,0
762598,Fiction,0
762598,Mystery,1
762598,Crime,1
762598,New York,0
762598,Classics,1
647121,Fiction,0
647121,Classics,1
647121,European Literature,1
647121,British Literature,0
647121,Historical,1
52357,Classics,1
52357,Poetry,0
52357,Fiction,0
52357,Fantasy,1
52357,Literature,1
52357,Academic,0
473850,Science Fiction,1
473850,Fiction,0
473850,Dystopia,0
473850,Classics,1
473850,Mystery,1
473850,Apocalyptic,0
473850,Speculative Fiction,0
473850,Thriller,1
502889,Westerns,1
502889,Fiction,0
502889,Classics,1
502889,Adventure,1
396329,Science Fiction,1
396329,Fiction,0
396329,Classics,1
613897,Young Adult,1
613897,Humor,1
613897,Romance,1
613897,Fiction,0
613897,Contemporary,1
613897,Realistic Fiction,0
613897,Sexuality,0
70700,Fiction,0
70700,Cultural,1
70700,France,0
70700,European Literature,1
70700,French Literature,0
121356,Westerns,1
121356,Fiction,0
121356,Adventure,1
648640,Mystery,1
648640,Fiction,0
648640,Crime,1
648640,Noir,1
648640,Detective,0
2,Fantasy,1
2,Young Adult,1
2,Fiction,0
591352,Fiction,0
591352,Classics,1
591352,Mystery,1
591352,Crime,1
591352,Noir,1
591352,Thriller,1
762645,Mystery,1
762645,Fiction,0
762645,Thriller,1
762645,Crime,1
762645,Media Tie In,0
762645,Movies,0
457641,Mystery,1
457641,Fiction,0
457641,Noir,1
457641,Crime,1
457641,Thriller,1
121227,Westerns,1
121227,Fiction,0
121227,Romance,1
121227,Historical,1
81648,Fiction,0
81648,War,1
81648,Historical,1
81648,Young Adult,1
81648,Coming Of Age,0
13504675,Humor,1
13504675,Fiction,0
1209527,Fantasy,1
1209527,Fiction,0
1209527,Romance,1
1209527,Science Fiction,1
1209527,Time Travel,0
1209527,Classics,1
415419,Fiction,0
415419,Classics,1
415419,Literature,1
415419,American,1
594430,Fiction,0
1141654,Fiction,0
1141654,Cultural,1
1141654,Australia,0
1141654,Young Adult,1
1141654,Classics,1
1141654,Adventure,1
1141654,Survival,0
56187,Westerns,1
56187,Historical,1
56187,Romance,1
56187,Fiction,0
56187,Classics,1
926216,Fiction,0
926216,Romance,1
926216,Mystery,1
926216,Thriller,1
10799,Classics,1
10799,Fiction,0
10799,Historical,1
10799,War,1
10799,Literature,1
287625,Horror,1
287625,Fiction,0
287625,Science Fiction,1
287625,Dystopia,0
287625,Thriller,1
10975,Classics,1
10975,Fiction,0
10975,Literature,1
6,Fantasy,1
6,Young Adult,1
6,Fiction,0
6,Childrens,1
6,Adventure,1
6,Middle Grade,0
6,Classics,1
3236244,Mystery,1
3236244,Fiction,0
3236244,Crime,1
929782,Classics,1
929782,Fiction,0
929782,Literature,1
929782,American,1
29981,Classics,1
29981,Science Fiction,1
29981,Fiction,0
29981,Horror,1
29981,Fantasy,1
12187086,Cultural,1
12187086,France,0
12187086,Classics,1
12187086,Fiction,0
12187086,Childrens,1
12187086,European Literature,1
12187086,French Literature,0
12187086,Adventure,1
15241,Fantasy,1
15241,Fiction,0
15241,Classics,1
15241,Adventure,1
984003,Fiction,0
984003,Mystery,1
939934,Science Fiction,1
939934,Fiction,0
939934,Apocalyptic,0
939934,Dystopia,0
56616,Fiction,0
56616,Mystery,1
56616,Noir,1
56616,Crime,1
56616,Classics,1
56616,Thriller,1
121622,Mystery,1
121622,Crime,1
121622,Fiction,0
121622,Detective,0
455764,Horror,1
455764,Fiction,0
455764,Thriller,1
455764,Mystery,1
455764,Fantasy,1
455764,Paranormal,1
455764,Supernatural,0
1066979,Fiction,0
1066979,Mystery,1
1066979,Crime,1
1066979,Thriller,1
1066979,Noir,1
1066979,Classics,1
990086,Aviation,0
990086,Fiction,0
990086,Historical,1
6600698,Fiction,0
6600698,Nobel Prize,0
410204,Fiction,0
410204,Thriller,1
410204,Contemporary,1
352582,Fiction,0
352582,Horror,1
352582,Classics,1
352582,Thriller,1
352582,Mystery,1
352582,Noir,1
352582,Crime,1
54822,Fiction,0
54822,Westerns,1
54822,Historical,1
18401124,Romance,1
18401124,Contemporary,1
18401124,Adult Fiction,0
18401124,Adult,0
1294495,Fiction,0
1294495,Literature,1
1294495,Cultural,1
1294495,Canada,0
1514286,Fiction,0
1514286,Classics,1
1514286,Historical,1
1514286,Magical Realism,0
1514286,Literature,1
4907587,Horror,1
4907587,Fiction,0
4907587,Paranormal,1
4907587,Vampires,0
4907587,Fantasy,1
880620,Fiction,0
880620,Science Fiction,1
880620,Literature,1
15881,Fantasy,1
15881,Young Adult,1
15881,Fiction,0
12787,Horror,1
12787,Fiction,0
12787,Mystery,1
12787,Thriller,1
12787,Crime,1
12787,Noir,1
162898,Classics,1
162898,Fiction,0
162898,Fantasy,1
162898,Historical,1
162898,Humor,1
162898,Science Fiction,1
162898,Time Travel,0
162898,Literature,1
162898,Adventure,1
162898,Mythology,0
162898,Arthurian,0
194934,Science Fiction,1
194934,Fiction,0
194934,Classics,1
194934,Horror,1
194934,Apocalyptic,0
1181977,Fiction,0
1181977,Classics,1
1181977,Historical,1
1181977,Romance,1
373353,Fiction,0
373353,Thriller,1
373353,Classics,1
373353,Culture,0
373353,Film,0
827966,Fiction,0
827966,Classics,1
827966,Contemporary,1
827966,Literature,1
73654,Science Fiction,1
73654,Dystopia,0
73654,Fiction,0
73654,Classics,1
73654,Apocalyptic,0
232094,Mystery,1
232094,Fiction,0
232094,Crime,1
232094,Classics,1
232094,Literature,1
232094,American,1
6969,Classics,1
6969,Fiction,0
6969,Romance,1
366260,Fiction,0
366260,Fantasy,1
366260,Anthologies,0
366260,Collections,0
366260,Short Stories,0
219919,Historical,1
219919,Fiction,0
219919,Classics,1
219919,Christian,0
219919,Religion,0
54499,Classics,1
54499,Fiction,0
54499,Historical,1
54499,Adventure,1
1834855,Fiction,0
1834855,Classics,1
1834855,War,1
1834855,Literature,1
1834855,American,1
236093,Classics,1
236093,Fantasy,1
236093,Fiction,0
236093,Childrens,1
769729,Fiction,0
769729,Historical,1
769729,Literature,1
769729,Religion,0
673003,Fiction,0
673003,Historical,1
673003,Mystery,1
673003,Literature,1
673003,20th Century,0
1188373,Historical,1
