movie_id,movie_cluster,movie_name,release_date,runtime_x,language,country,genres,movie_year,index,id,BookTitle,BookYear,Author,full name,tmdb_id,id_goodreads,imdbid,runtime_y,revenue,budget,rb_ratio,book_id,normalized_rating_x,standardized_rating_x,normalized_rating_y,standardized_rating_y,length,review_count
77856,/m/0kcn7,Mary Poppins,1964-08-27,139.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/04t36"": ""Musical"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3myc"": ""Children's Fantasy""}",1964,1279,1855,Mary Poppins,1934,P. L. Travers,Mary Poppins 1964,433,152380,tt0058331,139.0,103082380.0,6000000.0,17.180396666666667,152380.0,0.802816901408451,1.26313781660705,0.68,0.676011210517658,209.0,4387.0
196176,/m/01bwgr,Straw Dogs,1971-11-03,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}",1971,1759,2619,The Siege of Trencher's Farm,1969,Gordon Williams,Straw Dogs 1971,994,10051695,tt0067800,116.0,3251794.0,2200000.0,1.478088181818182,10051695.0,0.76056338028169,0.966397930603525,0.476666666666667,-1.4443289613216,192.0,54.0
6703617,/m/0gj6pd,The Forbidden Kingdom,2008-04-04,105.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong"", ""/m/0d05w3"": ""China""}","{""/m/08322"": ""Wuxia"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",2008,1090,1555,Journey to the West,1590,Wu Cheng'en,The Forbidden Kingdom 2008,1729,100237,tt0865556,104.0,127906624.0,55000000.0,2.325574981818182,100237.0,0.633802816901408,0.0761782725929433,0.67,0.571732185673104,306.0,420.0
24416479,/m/07s7_c0,Beastmaster 2: Through the Portal of Time,1991-08-31,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0dz8b"": ""Sword and sorcery"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure""}",1991,213,289,The Beast Master,1959,Andre Norton,Beastmaster 2: Through the Portal of Time 1991,27549,7476314,tt0101412,107.0,869325.0,6000000.0,0.1448875,7476314.0,0.253521126760563,-2.5944807014388,0.666666666666667,0.53697251072492,0.0,68.0
76345,/m/0k47y,Shaft,1971-06-25,98.0,"{""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0vjs6"": ""Detective"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/018td"": ""Blaxploitation"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02kdv5l"": ""Action""}",1971,1729,2570,Shaft,1970,Ernest Tidyman,Shaft 1971,482,1227993,tt0067741,100.0,12121618.0,4000000.0,3.0304045,1227993.0,0.633802816901408,0.0761782725929433,0.45,-1.72240636090707,,25.0
22224559,/m/07ykkx5,The Last Song,2010-03-31,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",2010,1173,1693,The Last Song,2009,Nicholas Sparks,The Last Song 2010,35690,6400090,tt1294226,107.0,89137047.0,20000000.0,4.45685235,6400090.0,0.535211267605634,-0.61621479474862,0.716666666666667,1.05836763494769,390.0,11534.0
1231856,/m/04kkxx,For Love of the Game,1999-09-17,137.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",1999,749,1074,For Love of the Game,1991,Michael Shaara,For Love of the Game 1999,10390,1058165,tt0126916,137.0,46112640.0,50000000.0,0.9222528,1058165.0,0.633802816901408,0.0761782725929433,0.613333333333333,-0.0191822884460323,152.0,91.0
9088886,/m/027x7z5,Queen of the Damned,2002-01-10,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/03npn"": ""Horror"", ""/m/060__y"": ""Film adaptation"", ""/m/01hmnh"": ""Fantasy"", ""/m/04rlf"": ""Music""}",2002,1597,2366,The Queen of the Damned,1988,Anne Rice,Queen of the Damned 2002,11979,333715,tt0238546,101.0,45479110.0,35000000.0,1.2994031428571429,333715.0,0.450704225352113,-1.20969456675567,0.626666666666667,0.119856411346706,448.0,2085.0
74871,/m/0jymd,Laura,1944-10-11,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0vjs6"": ""Detective"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/02xh1"": ""Film noir""}",1944,1181,1700,Laura,1942,Vera Caspary,Laura 1944,1939,601799,tt0037008,88.0,2000000.0,1020000.0,1.96078431372549,601799.0,0.830985915492958,1.46096440727607,0.666666666666667,0.53697251072492,219.0,264.0
74868,/m/0jym0,The Last Picture Show,1971-10-03,126.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0clz1b"": ""Slice of life story"", ""/m/09n5t_"": ""Americana"", ""/m/01g6gs"": ""Black-and-white"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/03pgfj"": ""New Hollywood""}",1971,1170,1691,The Last Picture Show,1966,Larry McMurtry,The Last Picture Show 1971,25188,50051,tt0067328,119.0,29133000.0,1300000.0,22.41,50051.0,0.845070422535211,1.55987770261058,0.656666666666667,0.432693485880367,280.0,625.0
